ticker,shares,equity,as_of
393360,7350000,13839632818,20240414
393890,33843144,753277787318,20260415
393970,14834820,34831797135,20260415
394280,22059579,45234936230,20260415
394420,9408298,18909597841,20260415
394800,31761476,29246183913,20260415
395400,276188774,1763453995856,20260415
396270,32868531,13724099528,20260415
396300,26489500,79647780874,20260415
396470,16120000,67923259142,20260415
396690,39605940,167309370040,20260415
397030,23208326,96880780088,20260415
397810,5160770,34362493289,20260415
397880,4440000,8783477048,20230415
398120,11309700,25644314916,20260415
399720,11600420,71404628330,20260415
400560,3050000,5985064183,20230415
400760,43767888,232983322119,20260415
400840,5120000,10685923850,20240414
402030,12517488,22151541382,20260415
402340,132087115,6152429000000,20260415
402490,16558888,83271400705,20260415
403490,45932464,38007592449,20260415
403550,32841902,237099976502,20260415
403850,14351010,199125653644,20260415
403870,83610568,313461715028,20260415
404950,5840000,11127607505,20230415
404990,56255734,273771109098,20260415
405000,3838444,1236529363,20260415
405100,12289301,100325164180,20260415
405640,4535000,8685754029,20240414
405920,12878076,63961029563,20260415
406760,7410000,13874736262,20240414
406820,3534040,28953519270,20260415
407400,14634534,52524652185,20260415
408470,9439000,58568863560,20260415
408900,32729532,40548718735,20260415
408920,43232455,82388023523,20260415
411080,15267638,49047961079,20260415
412350,13026972,25527070834,20260415
412540,20600665,13676369167,20260415
412930,6176000,12538818192,20240414
413390,11580180,60577714794,20260415
413600,3430000,6700625792,20240414
413630,36436626,42593909629,20260415
413640,7206940,31675382869,20260415
415380,11442975,36155455936,20260415
415580,5310000,10162708796,20240414
416180,9039778,107702613355,20260415
417010,20172728,51306619480,20260415
417180,17548623,32269534524,20260415
417200,67652659,225496173583,20260415
417310,40400000,197442630778,20260415
417500,32784744,84053386748,20260415
417790,10468391,111673982228,20260415
417840,7262750,71062825381,20260415
417860,4696906,14871990608,20260415
417970,6396700,74020407543,20260415
418170,6010000,11491830776,20240414
418210,3660000,7181248239,20250415
418250,7271605,2723377630,20260415
418420,30479308,10564489125,20260415
418470,8565789,88862186743,20260415
418550,32017673,167415196711,20260415
418620,19850477,9373259703,20260415
419050,57196240,78186371950,20260415
419080,10685137,34980040169,20260415
419120,15133507,53794272164,20260415
419270,4305000,8727444059,20240414
419530,9824515,93496114991,20260415
419540,22992511,19777897428,20260415
420570,5847483,38848630349,20260415
420770,12675758,207351267348,20260415
421800,5980000,12200520473,20240414
422040,7160000,14147152032,20250415
424140,7710000,16134195660,20250415
424760,19778317,28377573135,20260415
424870,74165069,100281220133,20260415
424960,16485110,26670661033,20260415
424980,5918890,27573585196,20260415
425040,21329082,210918921369,20260415
425290,5520000,11050266967,20250415
425420,11960710,144380102474,20260415
426550,5080000,10409694475,20230415
427950,4830000,9536661204,20230415
429270,6449231,17987293880,20260415
430220,6760000,13783498071,20250415
430230,8004000,15597098886,20240414
430460,5920000,11417664503,20240414
430690,10895327,31109263990,20260415
430700,5240000,10937415101,20250415
431190,7486442,27720580728,20260415
432320,101414285,319140147745,20260415
432430,16508320,26608230997,20260415
432470,8771556,51473055076,20260415
432720,14143012,30701114500,20260415
432980,8591742,29177713700,20260415
433530,4105000,8482771879,20240414
434480,12310300,39935111049,20260415
435380,5730000,12058266385,20250415
435570,7616983,56471971742,20260415
435620,4302000,44498679970,20250415
435870,3720000,7590190242,20250415
436530,5220000,10493697764,20240414
436610,6020000,11564221804,20240414
437730,31707567,121369825793,20260415
437780,5030000,9860198341,20250415
438220,5640000,11154136078,20240414
438580,3020000,5853471786,20250415
438700,11144890,22581104706,20260415
439090,16383260,118736027746,20260415
439250,3502000,34819604171,20250415
439260,38526312,1198416751673,20260415
439410,8800000,17505880904,20250415
439580,33846547,49318075012,20260415
439730,4310000,8774206897,20250415
440110,49493293,62117233146,20260415
440290,27506430,88511072735,20260415
440320,9830000,34360489867,20260415
440790,4050000,8380542793,20250415
440820,7800000,15176762852,20250415
441270,39468030,255244648596,20260415
442130,3460000,7238193302,20250415
442310,6710000,12966609391,20250415
442770,4210000,8767139165,20250415
442900,7680000,78438108834,20250415
443060,44831335,825036734942,20260415
443250,11134060,63069728121,20260415
443670,24741392,63690949906,20260415
444530,6390883,11187153931,20260415
444920,5240000,10878598455,20260415
445090,10871660,90365725885,20260415
445180,17189188,115485928137,20260415
445360,4310000,9014729833,20250415
445680,17119833,66069412212,20260415
445970,5360000,11255858135,20250415
446070,10611215,193079991661,20260415
446150,4770000,9859732164,20260415
446190,4950000,10306597839,20250415
446540,20771000,86184407746,20260415
446750,6030000,12192894500,20250415
446840,54823083,6393266035,20260415
448280,29631129,125181834916,20260415
448370,5620000,11151921337,20250415
448710,5260589,56689195947,20260415
448730,91050000,406545673447,20260415
448740,4664000,45902849325,20250415
448760,4430000,8843764922,20250415
448830,4920000,10095883684,20250415
448900,6004457,51229661877,20260415
449020,9730000,19376863952,20250415
450050,5014000,9822107620,20260415
450080,70558754,1103672307958,20260415
450140,61331228,203382476660,20260415
450330,8186843,42942303264,20260415
450410,520000,7413178545,20230415
450520,14704578,39564074495,20260415
450940,4540000,9279420569,20260415
450950,37507092,45227148299,20260415
451220,7874611,36877854173,20260415
451250,10225877,44187653707,20260415
451700,14350000,29010214375,20260415
451760,15252196,123065322666,20260415
451800,179600000,681142415829,20260415
452160,9617527,39528310483,20260415
452190,23366557,31671516348,20260415
452200,23727300,28950420840,20260415
452260,193859610,877169442362,20260415
452280,17274150,93892240612,20260415
452300,14119505,35150170333,20260415
452400,9071428,118519598007,20260415
452430,8218046,13955114430,20260415
452450,35878500,44534735483,20260415
452670,5220000,10314738355,20260415
452980,18905000,38983343975,20260415
453340,32819346,771940070000,20260415
453450,7942750,148863710184,20260415
453860,5657215,65423273766,20260415
454640,5401000,10316307591,20250415
454750,7202000,14313084346,20250415
454910,64819980,350772295650,20260415
455180,13958316,38532861926,20260415
455250,4305000,8765757239,20260415
455310,5060000,10384229137,20260415
455900,15218053,30981556212,20260415
455910,5020000,9386227773,20260415
456010,13901854,46834404239,20260415
456040,8952495,1078691521000,20260415
456070,10918855,27856802852,20260415
456160,16420560,139018062735,20260415
456440,5315000,10730254406,20250415
456490,4200000,8487699800,20260415
457190,30208280,138886882000,20260415
457370,8027134,58940805314,20260415
457390,7035000,14019547395,20250415
457550,9318958,52388874123,20260415
457600,13707500,16295009139,20260415
457630,7310000,14438781597,20260415
457940,3310000,6616003300,20260415
458320,5505000,10782331055,20240414
458350,6829200,28980336423,20260415
458610,4230000,8657660777,20260415
458650,15045670,190154333278,20260415
458870,12665880,68334940476,20260415
459100,13365000,42854736452,20260415
459510,12955382,14319015633,20260415
459550,25067769,46971320053,20260415
460470,15119370,26167929851,20260415
460850,29898656,1018139621548,20260415
460860,49608017,1892265201741,20260415
460870,19948304,44023717304,20260415
460930,35510671,261233940686,20260415
460940,13255480,42688623185,20260415
461030,14017750,23313194499,20260415
461300,13298933,239139861968,20260415
462020,4345000,8763864878,20260415
462310,8185121,43697270152,20260415
462350,20621029,106168134032,20260415
462510,8802965,4903622614,20260415
462520,11855168000,192940519000,20260415
462860,71843711,77246972027,20260415
462870,58961440,977220823725,20260415
462980,18234437,12436854265,20260415
463020,8879200,53763000000,20260415
463480,12390358,34700848020,20260415
464080,17797035,14735418253,20260415
464280,5530000,44890156252,20260415
464440,4320000,8730754884,20260415
464490,11341443,23594818710,20260415
464500,13963263,25081396640,20260415
464580,18406089,31149955551,20260415
464680,12905000,27132956038,20260415
465320,3810000,7695000577,20260415
465480,10137772,56735030677,20260415
465770,7171032,38135454526,20260415
466100,24992139,56568295674,20260415
466410,5037023,72096236722,20260415
466690,5095000,9715131958,20260415
466910,9100000,18164628787,20260415
467930,4230000,8653705301,20260415
468510,11050000,21935424135,20250415
468530,10939480,22692210675,20260415
468760,4240000,8720081254,20260415
469480,4230000,8627256581,20260415
469610,8876900,66173904826,20260415
469750,34456481,36170694110,20260415
469880,7305000,15161881460,20260415
469900,5605000,11114299976,20260415
471050,6060000,12104008263,20260415
471820,11581203,46860810695,20260415
472220,4690000,9743516383,20260415
472230,4155000,8518438242,20260415
472850,32343933,241632709079,20260415
473000,3310000,6567215349,20260415
473050,7010000,14173444606,20260415
473370,4210000,8513863152,20250415
473950,4420000,8656563940,20260415
473980,11009322,110325805609,20260415
474170,17817696,94012207414,20260415
474490,5510000,11242119340,20260415
474610,13427822,56235165662,20260415
474650,5624032,34951275904,20260415
474660,5520000,11066788176,20260415
474930,3620000,6840878061,20260415
475040,46165213,83754003269,20260415
475150,33754042,268422305174,20260415
475230,10509839,96643251772,20260415
475240,3200000,6399797086,20260415
475250,3700000,7482626388,20260415
475400,11701662,57229203033,20260415
475430,17848110,193947362124,20260415
475460,5613025,39316063936,20260415
475560,14776640,222872146215,20260415
475580,13624900,43528663861,20260415
475660,7929835,35040762000,20260415
475830,21232368,171938542071,20260415
475960,13321774,37762781016,20260415
476040,6580165,33571659197,20260415
476060,44489866,85778817917,20260415
476080,8037000,47728632475,20260415
476470,5505000,10692674968,20250415
476830,13933842,46606408707,20260415
477340,7510000,14975534518,20260415
477380,8100000,15483585678,20260415
477470,5480000,10699612453,20260415
477530,4810000,8896060373,20250415
477760,5840000,11309127589,20260415
478110,5020000,9229226421,20260415
478340,11533591,41727727413,20260415
478390,6220000,12779850075,20260415
478440,6930000,13993655380,20260415
478560,25830298,44434651569,20260415
478780,7910000,14655716749,20250415
479880,6870000,13661247791,20260415
479960,6851000,40317112719,20260415
480370,10934861,60282308780,20260415
481070,14160000,75485694466,20260415
481850,43477664,86403113715,20260415
481890,6345000,12944344195,20260415
482520,6100000,12327403712,20260415
482630,10944140,131985776823,20260415
482680,8215000,16794740011,20260415
482690,5615000,11683248058,20260415
483650,12392665,254283139548,20260415
484120,10889022,189519260179,20260415
484130,4520000,8696532019,20260415
484590,41210450,167010093623,20260415
484810,15450915,52590164384,20260415
484870,9153900,187910554836,20260415
486630,5310000,10663267527,20260415
486990,21324030,17946907638,20260415
487360,5640000,10884926580,20260415
487570,3725927,580088576509,20260415
487580,22504861,42958322842,20260415
487720,4230000,8381903834,20260415
487830,4350000,8540203048,20260415
488060,4720000,9581396147,20260415
488280,10659263,18900232690,20260415
488900,28976443,53553371187,20260415
489210,5180000,10534535347,20260415
489460,15044430,63901211998,20260415
489480,6600000,11856967809,20260415
489500,6278056,64096507619,20260415
489730,6332000,12821252467,20260415
489790,50488390,865274426282,20260415
490470,33858800,202409205613,20260415
491000,24681691,166644972864,20260415
492220,6210000,12586989419,20260415
493280,12737649,126129242216,20260415
493330,7682146,60242084019,20260415
493790,5310000,10602567991,20260415
494120,7616482,25777994043,20260415
496070,5620000,10764292965,20260415
498390,4960000,9809353535,20260415
499790,19830841,794309373691,20260415
900040,125866557,3013784347,20190415
900070,53743968,99869150,20260415
900080,123759593,2389346421,20200414
900100,51154999,18897819,20260415
900110,26286743,1761600793,20260415
900120,300577845,2599081626,20260415
900140,193240432,378129061,20260415
900250,143260004,2461182097,20260415
900260,46029706,1452491483,20260415
900270,244047040,1880326953,20260415
900280,205404288,739432167,20240414
900290,80850000,5381408622,20260415
900300,251004876,1261621236,20260415
900310,64041675,1372295058,20260415
900340,50330928,1202771977,20260415
950110,24052540,4339924000,20260415
950130,37727832,375013494,20260415
950140,19867866,92518395,20260415
950160,16644253,132415243,20260415
950170,51746348,17231037051,20260415
950180,210618,23605726384,20230415
950190,13017059,102290578,20260415
950200,19236053,20728802,20260415
950210,12019231,439353942,20260415
950220,33527681,32614739,20260415
