b,ticker,entry,market,amt20,reprt,r5,r10,r20,r40
적자지속,298060,20210818,KOSDAQ,16.6,11012,1.84,9.57,-1.94,-21.18
적자지속,007390,20210818,KOSDAQ,1528.4,11012,-14.2,-16.18,-20.52,-26.47
-50%↓,012690,20210818,KOSPI,7.5,11012,0.38,1.16,1.82,-11.75
-0~50,005690,20210818,KOSPI,155.4,11012,-6.06,-7.77,-13.45,-29.64
+50%↑,344820,20210818,KOSPI,121.5,11012,4.14,18.93,17.53,0.24
적자전환,090370,20210818,KOSPI,10.2,11012,-11.45,-12.67,-7.38,-12.26
흑자전환,007860,20210818,KOSPI,140.6,11012,2.34,1.57,-4.66,0.79
-0~50,012630,20210818,KOSPI,36.6,11012,-0.68,3.3,1.09,-6.43
-0~50,054050,20210818,KOSDAQ,30.5,11012,0.37,1.2,-1.71,1.62
+50%↑,026150,20210818,KOSDAQ,60.3,11012,-3.06,-3.06,-6.24,-4.25
-0~50,067900,20210818,KOSDAQ,24.7,11012,2.45,3.56,-5.32,-6.07
적자지속,246710,20210818,KOSDAQ,87.0,11012,10.99,-8.37,-18.63,-17.86
흑자전환,031430,20210818,KOSPI,59.7,11012,-1.49,-0.73,2.05,-11.87
+0~50,272550,20210818,KOSPI,13.1,11012,-0.23,1.88,0.25,-6.07
적자전환,215090,20210818,KOSDAQ,234.6,11012,-14.17,-11.72,-13.98,-11.19
-50%↓,045660,20210818,KOSDAQ,24.6,11012,6.47,7.13,6.8,-12.57
흑자전환,009730,20210818,KOSDAQ,0.0,11012,-1.48,-1.48,-1.48,-1.48
흑자전환,112040,20210818,KOSDAQ,295.0,11012,-2.99,42.17,95.91,240.64
+0~50,004380,20210818,KOSPI,5.6,11012,-0.77,-1.18,-0.36,-3.65
흑자전환,046070,20210818,KOSDAQ,1.6,11012,0.12,2.12,-1.48,28.92
흑자전환,075180,20210818,KOSPI,3.6,11012,-3.18,-4.26,-7.95,-10.87
+50%↑,054410,20210818,KOSDAQ,3.5,11012,2.92,15.55,9.37,-1.48
+0~50,005440,20210818,KOSPI,29.3,11012,3.41,5.98,5.13,4.27
적자전환,005320,20210818,KOSPI,26.1,11012,-26.12,-25.53,-23.92,-9.65
적자전환,073570,20210818,KOSDAQ,73.4,11012,3.61,5.49,6.56,-6.31
적자전환,014970,20210818,KOSDAQ,4.8,11012,-4.12,-4.52,-5.71,-1.22
-0~50,067830,20210818,KOSPI,1.7,11012,3.09,4.0,2.63,-2.7
+0~50,058860,20210818,KOSPI,4.4,11012,-3.03,-0.81,-3.58,-5.62
+50%↑,004020,20210818,KOSPI,460.3,11012,-1.5,1.86,5.74,-8.54
적자지속,006490,20210818,KOSPI,259.7,11012,11.9,7.68,47.45,-9.46
+50%↑,081150,20210818,KOSDAQ,22.4,11012,-0.88,2.62,8.45,-1.53
-0~50,289010,20210818,KOSDAQ,18.5,11012,-2.88,0.65,3.53,-6.68
적자전환,211270,20210818,KOSDAQ,21.6,11012,0.86,8.5,13.01,2.59
+0~50,030190,20210818,KOSPI,21.7,11012,-11.61,-12.43,-14.29,-18.0
+0~50,023000,20210818,KOSPI,1.7,11012,-0.57,4.43,5.18,0.94
적자지속,011000,20210818,KOSPI,2115.9,11012,-7.29,-12.24,-1.94,-25.95
적자지속,031860,20210818,KOSDAQ,11.4,11012,7.98,0.9,-0.35,7.98
+50%↑,039240,20210818,KOSDAQ,252.0,11012,-5.4,23.42,69.01,69.01
+50%↑,293480,20210818,KOSPI,7.5,11012,-2.08,2.44,-0.95,-7.06
+0~50,001260,20210818,KOSPI,10.0,11012,4.07,6.54,4.42,11.84
흑자전환,008600,20210818,KOSPI,26.1,11012,2.06,5.3,20.77,-4.17
-50%↓,003680,20210818,KOSPI,2.7,11012,3.32,3.72,2.77,-9.63
-0~50,009290,20210818,KOSPI,9.4,11012,1.87,2.24,0.16,-3.87
적자전환,258610,20210818,KOSDAQ,8.0,11012,3.22,3.98,-0.21,-32.95
적자지속,066410,20210818,KOSDAQ,162.8,11012,3.95,1.38,15.84,105.58
-0~50,181710,20210818,KOSPI,63.3,11012,1.42,3.31,-0.04,5.8
-0~50,192080,20210818,KOSPI,82.2,11012,-0.65,4.81,1.57,9.93
적자지속,208710,20210818,KOSDAQ,1133.9,11012,11.07,-4.78,-14.08,-39.32
+50%↑,214270,20210818,KOSDAQ,30.5,11012,-1.33,-2.22,-5.34,-12.76
흑자전환,060370,20210818,KOSDAQ,35.5,11012,-1.64,-0.4,-5.65,-11.68
적자지속,012170,20210818,KOSPI,6.8,11012,-10.38,-8.16,-10.61,7.78
+50%↑,290670,20210818,KOSDAQ,36.1,11012,-2.4,-2.54,-4.61,-10.98
-0~50,012790,20210818,KOSDAQ,66.9,11012,-3.71,-3.4,-3.4,-21.34
적자지속,053290,20210818,KOSDAQ,310.4,11012,0.51,-1.8,2.48,0.84
+50%↑,237820,20210818,KOSDAQ,5.2,11012,-1.59,0.46,-6.61,-12.3
-0~50,131030,20210818,KOSDAQ,5.2,11012,-0.4,-0.94,-4.72,-5.66
+50%↑,306200,20210818,KOSPI,13.2,11012,2.55,12.85,13.34,2.06
+0~50,064760,20210818,KOSDAQ,53.7,11012,-3.3,1.36,-23.36,-30.53
+50%↑,016800,20210818,KOSPI,1.6,11012,8.94,9.8,11.83,11.39
+0~50,021080,20210818,KOSDAQ,88.1,11012,5.5,3.96,7.29,32.26
흑자전환,175140,20210818,KOSDAQ,1.1,11012,-5.15,-10.97,-9.71,-10.47
-0~50,039010,20210818,KOSDAQ,4.7,11012,-1.69,-1.48,0.62,-6.94
-50%↓,039610,20210818,KOSDAQ,25.7,11012,3.97,3.66,0.84,1.94
흑자전환,042500,20210818,KOSDAQ,25.3,11012,-4.91,-3.17,-6.36,-9.82
-0~50,083420,20210818,KOSPI,43.3,11012,1.57,2.02,-0.23,1.12
+50%↑,234690,20210818,KOSDAQ,7.8,11012,-2.89,0.4,-3.83,10.26
흑자전환,192650,20210818,KOSPI,103.3,11012,-2.62,8.14,3.66,-4.86
+50%↑,005070,20210818,KOSPI,897.3,11012,-6.0,-8.49,5.68,4.06
흑자전환,073240,20210818,KOSPI,38.1,11012,0.32,-0.85,-1.85,-7.85
+0~50,072990,20210818,KOSDAQ,10.7,11012,-4.31,-4.03,-11.69,-11.12
