date,ticker,name,grp,y,sret60,r
20240806,077500,유니퀘스트,생존,2024,-16.940344038607257,2.3683870967741862
20181022,078520,에이블씨엔씨,생존,2018,-13.641327616475353,-10.139259259259255
20190806,079430,현대리바트,생존,2019,-24.348084621312932,6.338796992481214
20190807,079430,현대리바트,생존,2019,-23.767956266618413,0.9939130434782706
20200312,079430,현대리바트,생존,2020,-19.411927375119372,15.47388739946382
20200313,079430,현대리바트,생존,2020,-26.05863173089171,16.453333333333337
20200313,081000,일진다이아,생존,2020,-27.249629164438762,16.12911680911681
20200319,081000,일진다이아,생존,2020,-42.710384931169436,105.48740088105727
20200320,081000,일진다이아,생존,2020,-39.72161019228191,114.23228070175436
20200325,081000,일진다이아,생존,2020,-34.567897714546554,49.05560371517028
20200313,081660,미스토홀딩스,생존,2020,-27.6577193864242,12.555323383084584
20200318,081660,미스토홀딩스,생존,2020,-33.47737568451323,32.953333333333326
20200319,081660,미스토홀딩스,생존,2020,-43.50472696960319,57.81477434679334
20200312,082640,동양생명,생존,2020,,20.278333333333336
20200313,082640,동양생명,생존,2020,,28.46509394572026
20200320,082640,동양생명,생존,2020,,78.51696969696968
20200324,082640,동양생명,생존,2020,,71.76117647058824
20200325,082640,동양생명,생존,2020,,46.9403007518797
20200326,082640,동양생명,생존,2020,,16.15067729083666
20241218,082640,동양생명,생존,2024,,4.014323144104806
20200313,082740,한화엔진,생존,2020,-37.43584155749882,16.675455833726964
20200316,082740,한화엔진,생존,2020,-39.6050213463009,30.225895691609985
20200319,082740,한화엔진,생존,2020,-52.84288391889403,62.041476510067106
20200320,082740,한화엔진,생존,2020,-49.006167200375046,64.02601700457815
20200316,084870,TBH글로벌,생존,2020,-30.3095448397023,72.61385964912282
20200318,084870,TBH글로벌,생존,2020,-33.47737568451323,25.091186440677962
20211130,088350,한화생명,생존,2021,,10.751884057971019
20221026,090460,비에이치,생존,2022,-18.71874310135165,14.026779661016954
20200312,091090,세원이앤씨,폐지,2020,,49.25763676148796
20200319,091090,세원이앤씨,폐지,2020,,88.75103448275863
20220513,091090,세원이앤씨,폐지,2022,,9.98956521739131
20220516,091090,세원이앤씨,폐지,2022,,-7.545671641791049
20220524,091090,세원이앤씨,폐지,2022,,-26.63628415300546
20230314,091090,세원이앤씨,폐지,2023,,0.1136507936507909
20230315,091090,세원이앤씨,폐지,2023,,-2.9876923076923108
20230320,091090,세원이앤씨,폐지,2023,,-75.9788047808765
20181029,092220,KEC,생존,2018,-19.933116147732047,15.322531645569619
20200319,092220,KEC,생존,2020,-38.75743608433914,49.86309978768578
20240806,092220,KEC,생존,2024,-16.940344038607257,-0.17435483870967516
20220315,093230,이아이디,폐지,2022,,4.634757481940147
20220316,093230,이아이디,폐지,2022,,6.792755578619617
20220317,093230,이아이디,폐지,2022,,-0.14078431372549205
20220318,093230,이아이디,폐지,2022,,-6.828867313915862
20220704,093230,이아이디,폐지,2022,,11.718425196850394
20260708,093240,형지엘리트,생존,2026,-17.210422378200928,0.05152709359606322
20181029,096760,JW홀딩스,생존,2018,-14.598857089557502,38.789239250275635
20181030,096760,JW홀딩스,생존,2018,-12.522764741331272,23.100099502487563
20211005,100220,비상교육,생존,2021,,9.787741935483865
20200312,102260,동성케미컬,생존,2020,-15.659720467998138,0.7892307692307676
20200313,102260,동성케미컬,생존,2020,-22.26160970383949,5.694602164226618
20200316,102260,동성케미컬,생존,2020,-24.625120540321465,24.637361894024792
20200319,102260,동성케미컬,생존,2020,-36.91130102037679,53.4258458813109
20181029,102280,쌍방울,폐지,2018,,25.65578104138853
20181029,102460,이연제약,생존,2018,-14.598857089557502,24.733522363622832
20181030,102460,이연제약,생존,2018,-12.522764741331272,14.10351737687148
20181224,102460,이연제약,생존,2018,-19.590207949785103,13.485746703465189
20181226,102460,이연제약,생존,2018,-20.70969933041558,11.836450610264574
20181227,102460,이연제약,생존,2018,-17.366568083606666,9.767384088710276
20200319,105630,한세실업,생존,2020,-43.50472696960319,58.41090909090908
20220203,108320,LX세미콘,생존,2022,,-5.466071987480434
20200312,108670,LX하우시스,생존,2020,-25.143052619585404,28.115057660626025
20200313,108670,LX하우시스,생존,2020,-30.76821466340642,8.412649098474336
20200319,108670,LX하우시스,생존,2020,-44.94925115358026,24.71618441971383
