종목코드,회사명,시장구분,상장일
347740,피엔케이피부임상연구센타,코스닥,2020-09-09
357120,코람코라이프인프라리츠,유가,2020-08-31
332370,아이디피,코스닥,2020-08-24
331920,셀레믹스,코스닥,2020-08-21
950190,고스트스튜디오,코스닥,2020-08-18
337930,젝시믹스,코스닥,2020-08-13
060850,영림원소프트랩,코스닥,2020-08-12
032300,한국파마,코스닥,2020-08-10
348950,제이알글로벌리츠,유가,2020-08-07
357780,솔브레인,코스닥,2020-08-06
357250,미래에셋맵스리츠,유가,2020-08-05
350520,이지스레지던스리츠,유가,2020-08-05
332570,PS일렉트로닉스,코스닥,2020-07-31
101360,에코앤드림,코스닥,2020-07-30
347890,엠엑스온,코스닥,2020-07-29
298540,더네이쳐홀딩스,코스닥,2020-07-27
225220,제놀루션,코스닥,2020-07-24
304100,솔트룩스,코스닥,2020-07-23
266470,바이오인프라생명과학,코넥스,2020-07-22
277880,티에스아이,코스닥,2020-07-22
262260,에이프로,코스닥,2020-07-16
334890,이지스밸류플러스리츠,유가,2020-07-16
950200,소마젠,코스닥,2020-07-13
290520,신도기연,코스닥,2020-07-06
330350,위더스제약,코스닥,2020-07-03
326030,에스케이바이오팜,유가,2020-07-02
169330,엠브레인,코스닥,2020-07-01
229000,젠큐릭스,코스닥,2020-06-25
322970,무진메디,코넥스,2020-06-24
297890,HB솔루션,코스닥,2020-06-22
351320,넥사다이내믹스,코스닥,2020-06-22
298060,풍전약품,코스닥,2020-06-17
353190,휴럼,코스닥,2020-06-17
353810,이지바이오,코스닥,2020-06-05
223250,드림씨아이에스,코스닥,2020-05-22
353200,대덕전자,유가,2020-05-21
198080,캐프,코스닥,2020-03-16
237820,플레이디,코스닥,2020-03-12
092190,서울바이오시스,코스닥,2020-03-06
204270,제이앤티씨,코스닥,2020-03-04
274090,켄코아에어로스페이스,코스닥,2020-03-03
294140,레몬,코스닥,2020-02-28
294630,서남,코스닥,2020-02-20
065370,위세아이텍,코스닥,2020-02-10
344820,케이씨씨글라스,유가,2020-01-21
340440,세림B&G,코스닥,2019-12-27
311690,CJ 바이오사이언스,코스닥,2019-12-26
062970,한국첨단소재,코스닥,2019-12-26
062970,한국첨단소재,코스닥,2019-12-26
327260,RF머트리얼즈,코스닥,2019-12-24
339950,아이비김영,코스닥,2019-12-24
288330,파라택시스코리아,코스닥,2019-12-20
340360,다보링크,코스닥,2019-12-19
235980,메드팩토,코스닥,2019-12-19
336570,원텍,코스닥,2019-12-19
226330,신테카바이오,코스닥,2019-12-17
322510,제이엘케이,코스닥,2019-12-11
124560,태웅로직스,코스닥,2019-12-10
335870,윙스풋,코스닥,2019-12-09
317860,노드메이슨,코넥스,2019-12-06
302550,리메드,코스닥,2019-12-06
338100,NH프라임리츠,유가,2019-12-05
336040,타스컴,코넥스,2019-12-02
250030,진코스텍,코넥스,2019-11-29
336060,웨이버스,코스닥,2019-11-28
337840,유엑스엔,코넥스,2019-11-28
278650,HLB바이오스텝,코스닥,2019-11-27
308170,씨티알모빌리티,유가,2019-11-25
321550,티움바이오,코스닥,2019-11-22
297090,씨에스베어링,코스닥,2019-11-21
103840,우양,코스닥,2019-11-20
190650,코리아에셋투자증권,코스닥,2019-11-20
322000,HD현대에너지솔루션,유가,2019-11-19
306040,에스제이그룹,코스닥,2019-11-18
216080,제테마,코스닥,2019-11-14
272210,한화시스템,유가,2019-11-13
214260,라파스,코스닥,2019-11-11
084850,아이티엠반도체,코스닥,2019-11-07
333430,일승,코스닥,2019-11-06
317400,자이에스앤디,유가,2019-11-06
279600,미디어젠,코스닥,2019-11-05
322180,LS티라유텍,코스닥,2019-10-31
333050,이노테나,코스닥,2019-10-31
330590,롯데리츠,유가,2019-10-30
013890,지누스,유가,2019-10-30
331520,밸로프,코스닥,2019-10-29
317530,에피소드컴퍼니,코스닥,2019-10-29
