ticker,market,per,pbr,pcr,upjong_per,ev_ebitda,eps,bps,div_yield
047560,KOSDAQ,,1.54,-5.09,30.03,-3.77,-1177.0,5024.0,0.0
047770,KOSDAQ,14.41,1.75,29.61,7.14,24.78,248.0,2046.0,0.0
047820,KOSDAQ,25.03,0.31,2.32,,-2.24,137.0,10911.0,12.0
047920,KOSDAQ,78.51,1.66,376.47,35.58,55.28,84.0,3987.0,0.0
048410,KOSDAQ,,6.36,-37.59,27.72,-37.67,-297.0,1070.0,12.0
048430,KOSDAQ,9.45,0.45,4.35,8.13,-0.53,656.0,13922.0,3.23
048470,KOSDAQ,8.96,0.36,-4.96,22.68,5.09,313.0,7759.0,1.07
048530,KOSDAQ,,1.44,-19.01,,-8.59,-314.0,2013.0,0.0
048550,KOSDAQ,,1.41,-4.57,9.01,5.42,-51.0,785.0,12.0
048770,KOSDAQ,,1.9,-307.89,65.43,-535.21,-97.0,2266.0,0.23
048830,KOSDAQ,18.31,0.39,6.37,10601.2,1.77,55.0,2578.0,2.99
048870,KOSDAQ,13.15,0.6,8.76,,3.45,114.0,2490.0,12.0
048910,KOSDAQ,8.77,0.75,11.09,,3.65,737.0,8603.0,12.0
049070,KOSDAQ,9.84,0.41,36.61,18.18,-1.67,1855.0,44014.0,1.1
049080,KOSDAQ,,2.5,-10.52,31.78,-16.41,-1191.0,4402.0,0.0
049120,KOSDAQ,,0.66,-14.99,8.56,-65.35,-2178.0,4478.0,0.0
049180,KOSDAQ,25.46,3.3,-14.17,15.34,-20.15,40.0,306.0,0.0
049430,KOSDAQ,6.68,0.74,12.16,65.43,4.28,3405.0,30549.0,3.08
049470,KOSDAQ,,0.98,-9.45,30.03,-9.34,-852.0,2140.0,0.0
049480,KOSDAQ,5.3,0.58,-50.7,14.07,3.22,364.0,3350.0,1.29
049520,KOSDAQ,5.05,0.56,2.58,18.18,0.98,754.0,6796.0,10.51
049550,KOSDAQ,9.12,0.82,99.21,14.07,20.44,379.0,4189.0,12.0
049630,KOSDAQ,5.68,1.37,14.32,18.18,9.77,1233.0,5107.0,0.0
049720,KOSDAQ,9.85,1.99,7.38,13.96,5.15,918.0,4547.0,5.53
049800,KOSPI,14.36,0.34,3.35,65.43,10.82,125.0,5355.0,2.78
049830,KOSDAQ,12.17,0.24,3.79,14.41,0.4,519.0,25821.0,2.37
049950,KOSDAQ,,0.77,-6.8,8.56,-3.11,-361.0,13725.0,12.0
049960,KOSDAQ,8.61,0.77,13.02,,4.51,1787.0,19980.0,3.9
050090,KOSDAQ,,1.69,-6.25,9.01,-4.26,-187.0,513.0,0.0
050110,KOSDAQ,,0.36,-0.73,18.18,25.94,-100.0,3025.0,0.0
050120,KOSDAQ,9.44,0.47,-6.8,6.82,-3.27,351.0,7073.0,12.0
050760,KOSDAQ,,0.3,33.06,10601.2,-43.83,-63.0,3903.0,12.0
050860,KOSDAQ,6.9,0.23,3.33,179.49,5.7,247.0,7532.0,2.94
050890,KOSDAQ,10.17,1.46,24.33,31.78,13.09,896.0,6261.0,0.55
050960,KOSDAQ,7.93,0.61,7.68,30.03,4.14,1084.0,13997.0,3.6
051160,KOSDAQ,9.69,0.86,4.87,,0.54,1023.0,11516.0,0.0
051360,KOSDAQ,3.49,0.59,3.59,8.56,2.18,3428.0,20240.0,2.92
051370,KOSDAQ,4.7,0.45,5.78,63.01,1.55,1326.0,13920.0,12.0
051380,KOSDAQ,5.93,0.54,4.52,14.07,9.33,265.0,2894.0,4.46
051390,KOSDAQ,9.47,0.39,2.66,,2.35,428.0,10502.0,5.67
051490,KOSDAQ,148.71,0.36,5.63,65.43,11.11,18.0,7579.0,3.3
051500,KOSDAQ,5.4,0.6,2.06,6.9,3.18,4072.0,36444.0,2.27
051630,KOSPI,16.39,0.73,-27.74,10601.2,35.33,83.0,1860.0,12.0
051780,KOSDAQ,,0.7,-11.2,37.22,42.84,-1805.0,3873.0,0.0
051900,KOSPI,,0.89,11.88,27.72,9.15,-4342.0,337569.0,0.66
051905,KOSPI,,0.89,11.88,27.72,9.15,-4342.0,337569.0,0.66
051910,KOSPI,,0.6,2.58,10601.2,9.46,-19319.0,452637.0,0.74
051915,KOSPI,,0.6,2.58,10601.2,9.46,-19319.0,452637.0,0.74
051980,KOSDAQ,,1.13,31.34,31.78,-26.84,-20.0,918.0,0.0
052020,KOSDAQ,,8.28,-25.27,,-20.51,-354.0,887.0,12.0
052220,KOSDAQ,26.91,0.72,4.66,,-7.42,65.0,2427.0,12.0
052260,KOSDAQ,9.02,0.83,6.18,27.72,6.12,445.0,4852.0,1.74
052300,KOSDAQ,,0.08,-15.45,,10.39,-3251.0,17258.0,0.0
052330,KOSDAQ,3.94,0.36,47.37,,2.68,2773.0,30383.0,2.74
052400,KOSDAQ,5.5,1.83,3.47,27.17,3.03,6586.0,19757.0,3.31
052420,KOSDAQ,0.51,0.21,3.13,8.56,-0.01,18726.0,46715.0,0.0
052460,KOSDAQ,15.89,1.72,13.07,27.17,8.4,371.0,3424.0,1.69
052600,KOSDAQ,7.81,0.85,4.81,27.17,1.23,377.0,3467.0,6.11
052690,KOSPI,143.88,8.69,176.52,3.44,85.68,941.0,15580.0,0.99
052710,KOSDAQ,,1.76,16.99,18.18,17.11,-196.0,9090.0,0.0
052770,KOSDAQ,,1.24,-0.85,11.08,-1.22,-227.0,252.0,0.0
052790,KOSDAQ,0.88,0.15,1.36,11.08,-1.42,4724.0,27122.0,0.0
052860,KOSDAQ,55.67,3.11,14.71,8.76,19.72,125.0,2237.0,0.0
052900,KOSDAQ,4.85,0.48,2.75,8.76,4.95,206.0,2071.0,0.0
053030,KOSDAQ,,1.25,-8.91,35.58,30.42,-895.0,5055.0,12.0
053050,KOSDAQ,14.56,0.56,4.78,5.46,5.97,132.0,3430.0,2.08
053060,KOSDAQ,4.18,0.51,1.03,8.13,2.01,299.0,2447.0,12.0
053080,KOSDAQ,,0.95,-3.14,65.43,-3.2,-4867.0,9171.0,12.0
053160,KOSDAQ,,0.62,39.88,65.43,59.27,-32.0,16194.0,1.29
053210,KOSPI,80.49,0.35,1.91,,1.36,50.0,11421.0,8.72
053260,KOSDAQ,22.3,0.93,25.82,22.68,29.59,340.0,8149.0,2.24
053270,KOSDAQ,1.88,0.32,2.05,8.13,8.43,1051.0,6264.0,3.54
053280,KOSDAQ,,0.44,63.53,13.94,12.24,-381.0,6540.0,8.76
053290,KOSDAQ,,0.38,1.42,8.31,-0.61,-489.0,4156.0,12.0
053300,KOSDAQ,11.65,1.04,14.86,27.17,4.09,463.0,5200.0,3.7
053350,KOSDAQ,,0.62,-65.37,30.03,15.18,-319.0,7144.0,12.0
053450,KOSDAQ,,0.38,-3.86,63.01,4.81,-2372.0,7741.0,12.0
053580,KOSDAQ,7.18,0.75,7.29,30.03,3.83,947.0,9049.0,2.94
053610,KOSDAQ,7.61,1.41,23.13,8.76,8.24,8182.0,44167.0,0.64
053620,KOSDAQ,3.55,0.27,6.08,6.38,-2.65,1931.0,25688.0,5.84
053690,KOSPI,17.48,1.02,6.15,15.34,6.19,1310.0,22374.0,1.75
053700,KOSDAQ,10.24,0.22,1.01,8.13,3.11,380.0,17522.0,1.29
053800,KOSDAQ,14.45,1.55,11.2,30.03,10.28,4472.0,41588.0,2.17
053950,KOSDAQ,,0.34,-21.33,35.58,-849.32,-946.0,6693.0,0.0
053980,KOSDAQ,3.97,0.4,4.12,30.03,1.27,606.0,6039.0,6.24
054040,KOSDAQ,2.74,0.34,2.77,8.56,4.15,1614.0,13048.0,6.8
054050,KOSDAQ,8.67,0.39,7.53,,4.48,809.0,17895.0,3.57
054090,KOSDAQ,6.73,0.64,2.16,63.01,22.47,150.0,1590.0,12.0
054180,KOSDAQ,,0.28,-3.6,11.9,-4.98,-1434.0,8064.0,12.0
054210,KOSDAQ,3.82,0.59,5.79,18.18,5.34,1802.0,11648.0,1.45
054220,KOSDAQ,,0.96,13.14,27.17,13.9,-186.0,1692.0,0.0
054300,KOSDAQ,,0.71,-7.05,11.43,-185.02,-23.0,1547.0,0.0
054410,KOSDAQ,4.5,0.33,85.0,20.76,22.1,754.0,10387.0,12.0
054450,KOSDAQ,,0.97,-15.28,8.76,78.09,-3835.0,9460.0,12.0
054540,KOSDAQ,5.62,0.89,8.56,11.9,17.19,1147.0,7258.0,2.56
054620,KOSDAQ,6.92,0.31,-6.38,8.76,168.14,548.0,12148.0,12.0
054670,KOSDAQ,3.34,0.52,15.8,35.58,9.1,1667.0,10612.0,1.8
054780,KOSDAQ,,0.74,-3.74,,-5.51,-153.0,1760.0,12.0
054800,KOSDAQ,2.97,0.33,3.59,14.07,-0.3,5039.0,46044.0,2.0
054920,KOSDAQ,17.01,0.83,22.97,20.76,27.79,311.0,6357.0,12.0
054930,KOSDAQ,4.5,0.34,1.37,15.34,0.73,3949.0,52640.0,5.07
054940,KOSDAQ,5.87,0.34,3.33,8.76,4.69,644.0,10971.0,0.0
054950,KOSDAQ,9.07,1.09,9.21,,4.67,2551.0,21308.0,2.81
055490,KOSPI,7.9,0.45,5.08,63.01,7.95,1903.0,33505.0,1.33
055550,KOSPI,10.03,0.88,5.68,9.19,21.88,11174.0,128024.0,2.31
056080,KOSDAQ,,11.16,-79.74,65.43,-102.83,-227.0,1026.0,0.0
056090,KOSDAQ,18.75,1.28,47.03,,19.18,63.0,928.0,0.0
056190,KOSDAQ,16.41,0.84,6.64,65.43,5.22,1710.0,33474.0,3.39
056360,KOSDAQ,20.26,0.34,15.55,31.78,13.26,287.0,17049.0,0.86
056700,KOSDAQ,,0.43,1.78,8.56,4.15,-3.0,3344.0,12.0
056730,KOSDAQ,,0.3,-2.28,15.34,0.39,-715.0,4285.0,0.0
057030,KOSDAQ,18.42,0.65,6.71,8.31,1.9,113.0,3205.0,4.8
057540,KOSDAQ,18.82,0.3,4.06,63.01,5.02,31.0,1892.0,0.0
057680,KOSDAQ,,0.15,32.23,27.17,16.05,-76.0,10872.0,0.0
058110,KOSDAQ,22.92,0.63,-9.86,,-23.89,66.0,2408.0,0.0
058400,KOSDAQ,2.34,0.32,4.52,,1.06,2576.0,18950.0,4.15
058430,KOSPI,15.88,0.72,6.76,20.76,6.03,294.0,6529.0,2.32
058450,KOSDAQ,,0.27,-3.51,,-3.07,-1626.0,3639.0,0.0
058470,KOSDAQ,26.74,6.44,27.98,8.76,24.01,2465.0,10235.0,1.21
058610,KOSDAQ,229.08,7.94,76.76,,86.81,429.0,12361.0,0.25
058630,KOSDAQ,5.48,0.54,9.77,11.08,0.51,720.0,7326.0,5.63
058650,KOSPI,5.27,0.22,4.99,22.68,7.21,25184.0,591555.0,3.24
058730,KOSPI,,0.45,1.6,2.96,12.94,-543.0,7220.0,0.0
058820,KOSDAQ,18.12,0.41,-7.45,35.58,-212.77,31.0,1379.0,0.0
058850,KOSPI,3.74,0.36,1.69,13.96,0.34,566.0,5865.0,4.73
058860,KOSPI,2.38,0.32,2.43,13.96,1.68,1062.0,7970.0,5.53
058970,KOSDAQ,,2.12,22.36,30.03,47.07,-102.0,7506.0,0.0
059090,KOSDAQ,40.94,3.39,26.63,8.76,7.41,483.0,5843.0,12.0
059100,KOSDAQ,4.39,0.84,5.4,8.56,4.45,1480.0,7773.0,2.31
059120,KOSDAQ,26.03,2.98,66.06,8.76,57.86,270.0,2360.0,0.0
059210,KOSDAQ,6.12,0.76,4.99,,3.97,614.0,4923.0,2.8
059270,KOSDAQ,79.08,1.36,33.58,65.43,87.92,63.0,3642.0,12.0
060150,KOSDAQ,,0.41,4.94,13.96,5.41,-78.0,7104.0,0.0
060230,KOSDAQ,,0.17,-2.65,63.01,-16.18,-792.0,6680.0,0.0
060250,KOSDAQ,9.43,1.55,2.59,27.17,1.62,1369.0,8331.0,1.94
060260,KOSDAQ,5.61,0.52,5.28,,5.38,174.0,1887.0,1.03
060280,KOSDAQ,58.23,3.19,-28.47,,58.89,134.0,2445.0,12.0
060310,KOSDAQ,,1.35,18.6,65.43,-28.97,-113.0,835.0,0.0
060370,KOSDAQ,91.16,2.6,68.9,15.34,81.78,354.0,12432.0,0.5
060380,KOSDAQ,9.49,0.22,-2.47,22.68,11.95,136.0,5869.0,3.88
060480,KOSDAQ,17.91,0.41,3.8,20.76,31.34,88.0,3845.0,1.9
060540,KOSDAQ,4.47,0.36,3.6,18.18,5.32,329.0,4070.0,3.39
060560,KOSDAQ,,0.36,1.98,2.96,321.3,-1302.0,5308.0,2.58
060570,KOSDAQ,95.43,0.5,-4.46,,-7.1,52.0,9849.0,0.0
060590,KOSDAQ,9.96,0.94,17.07,35.58,7.84,311.0,3297.0,12.0
060720,KOSDAQ,15.66,0.86,17.15,18.18,5.17,697.0,12741.0,3.34
060850,KOSDAQ,14.8,0.7,8.19,30.03,4.62,308.0,6496.0,2.64
060900,KOSDAQ,,0.34,-0.85,,-1.33,-4319.0,9388.0,0.0
060980,KOSPI,6.58,0.31,8.16,8.13,8.42,5974.0,125998.0,5.09
061040,KOSDAQ,,0.31,-26.22,18.18,-10.68,-4381.0,23264.0,0.0
061090,KOSDAQ,8.6,1.04,13.53,31.78,5.83,4330.0,35714.0,0.0
061250,KOSDAQ,12.46,0.28,5.01,35.58,25.07,563.0,25295.0,0.0
061970,KOSDAQ,,0.89,25.94,8.76,9.97,-1861.0,4498.0,0.0
062040,KOSPI,33.22,9.04,51.76,45.96,31.78,5909.0,21710.0,0.64
062970,KOSDAQ,,2.45,-40.75,31.78,-32.73,-71.0,1376.0,0.0
063080,KOSDAQ,4.11,0.34,-3.23,11.08,-66.08,2865.0,35000.0,12.0
063160,KOSPI,,0.59,-16.95,35.58,11.09,-1958.0,21796.0,12.0
063170,KOSDAQ,,0.99,27.32,,-90.44,-342.0,5808.0,12.0
063440,KOSDAQ,8.78,0.65,6.8,,4.17,114.0,1533.0,0.0
063570,KOSDAQ,10.79,0.56,1.4,13.96,3.14,314.0,6097.0,4.14
063760,KOSDAQ,2.88,0.3,25.48,8.56,2.03,799.0,7639.0,4.35
064090,KOSDAQ,,0.66,-3.52,,-3.38,-350.0,1203.0,12.0
064240,KOSDAQ,25.15,0.76,-2.17,,-21.64,72.0,2376.0,12.0
064260,KOSDAQ,,1.11,21.77,27.17,39.13,-683.0,4002.0,12.0
064290,KOSDAQ,,14.52,113.58,8.76,-290.99,-536.0,3491.0,0.0
064350,KOSPI,16.15,3.83,14.42,32.18,11.17,7400.0,31211.0,0.5
064400,KOSPI,14.03,2.22,16.05,27.17,8.52,4969.0,31447.0,2.65
064480,KOSDAQ,7.84,0.72,-7.9,27.17,6.96,332.0,3613.0,4.62
064520,KOSDAQ,,0.35,-79.42,8.76,3.73,-87.0,4211.0,12.0
064550,KOSDAQ,,1.17,23.01,,10.4,-259.0,7904.0,12.0
064760,KOSDAQ,37.05,5.47,58.17,8.76,28.0,7287.0,49328.0,0.53
064800,KOSDAQ,,0.36,-6.07,,1.87,-5683.0,6595.0,0.0
064820,KOSDAQ,3.8,0.78,1.27,5.13,-5.9,2042.0,9994.0,9.02
064850,KOSDAQ,12.18,2.55,18.26,27.17,15.51,1412.0,6747.0,1.51
064960,KOSPI,8.36,0.6,9.39,8.13,1.79,3122.0,43296.0,6.51
065060,KOSDAQ,,0.46,10.43,7.14,17.23,-1222.0,7238.0,0.0
065130,KOSDAQ,,0.25,2.35,18.18,-3.41,-604.0,11186.0,12.0
065150,KOSDAQ,2.05,0.73,4.1,37.22,5.86,618.0,1740.0,0.0
065170,KOSDAQ,,7.56,-212.04,,-26.82,-590.0,298.0,12.0
065350,KOSDAQ,29.08,3.19,59.46,10.84,20.64,1069.0,9755.0,0.39
065370,KOSDAQ,10.9,0.67,9.73,30.03,14.63,266.0,4326.0,5.17
065420,KOSDAQ,,0.87,-2.33,8.41,-4.89,-525.0,1075.0,0.0
065440,KOSDAQ,,0.78,-40.96,27.17,8.06,-36.0,1880.0,12.0
065450,KOSDAQ,30.34,1.3,8.8,32.18,10.41,92.0,2143.0,1.07
065500,KOSDAQ,,1.04,12.26,8.13,14.56,-10.0,1016.0,0.0
065510,KOSDAQ,,0.64,6.29,,10.31,-89.0,10410.0,3.77
065530,KOSDAQ,10.15,0.79,4.2,19.9,4.19,127.0,1630.0,3.88
065570,KOSDAQ,,0.85,-1.86,11.9,-205.34,-288.0,898.0,12.0
065650,KOSDAQ,,0.67,-1.19,14.07,-20.49,-1304.0,2202.0,0.0
065660,KOSDAQ,,1.89,-149.0,35.58,-59.1,-162.0,8036.0,12.0
065680,KOSDAQ,8.55,0.64,8.96,18.18,2.38,2531.0,34037.0,1.62
065690,KOSDAQ,22.66,0.34,-7.06,14.07,0.58,81.0,5390.0,0.0
065710,KOSDAQ,10.37,2.15,6.4,5.38,7.79,4349.0,20988.0,13.3
065770,KOSDAQ,,0.54,-4.74,31.78,0.46,-57.0,1737.0,0.0
065950,KOSDAQ,,0.73,1.52,15.34,-53.11,-454.0,1593.0,1.71
066130,KOSDAQ,5.74,0.34,5.08,10.84,2.59,591.0,9986.0,4.13
066310,KOSDAQ,11.36,0.78,15.38,8.76,17.05,693.0,10111.0,1.27
066360,KOSDAQ,1.78,0.34,0.86,37.22,2.93,826.0,4356.0,0.0
066410,KOSDAQ,,1.36,-21.71,27.17,-28.26,-382.0,847.0,0.0
066430,KOSDAQ,75.34,1.88,58.12,10601.2,57.9,28.0,1116.0,12.0
066570,KOSPI,34.62,1.34,8.43,31.42,6.4,5777.0,149377.0,0.68
066575,KOSPI,34.62,1.34,8.43,31.42,6.4,5777.0,149377.0,0.68
066590,KOSDAQ,,1.08,9.15,8.13,12.25,-19.0,2225.0,12.0
066620,KOSDAQ,1.71,0.35,4.76,15.34,-0.84,14750.0,72370.0,1.99
066670,KOSDAQ,11.04,0.3,3.1,18.18,-16.79,291.0,10804.0,12.0
066700,KOSDAQ,62.82,0.63,6.98,35.58,4.93,34.0,3367.0,12.0
066790,KOSDAQ,,3.81,-43.22,,-35.49,-234.0,579.0,0.0
066900,KOSDAQ,0.76,0.3,20.66,63.01,-9.69,2297.0,5904.0,12.0
066910,KOSDAQ,4.56,0.5,-3.25,6.82,-15.26,397.0,3592.0,0.0
066970,KOSPI,,5.64,-140.89,,-82.33,-8250.0,19673.0,0.0
066980,KOSDAQ,,1.29,22.75,15.34,10.04,-98.0,1130.0,0.0
067000,KOSDAQ,,0.87,-40.69,11.08,15.67,-149.0,1238.0,12.0
067010,KOSDAQ,10.05,0.53,-17.01,27.17,-3.66,257.0,4895.0,3.87
067080,KOSDAQ,47.32,2.55,38.65,35.58,31.87,238.0,4422.0,1.33
067160,KOSDAQ,4.83,0.85,3.49,19.31,-0.73,7632.0,43395.0,9.17
067170,KOSDAQ,,0.64,9.94,65.43,31.53,-757.0,3854.0,0.0
067280,KOSDAQ,6.04,0.6,3.18,8.31,-0.4,3868.0,39177.0,5.78
067290,KOSDAQ,19.1,4.8,32.53,35.58,21.6,183.0,729.0,12.0
067310,KOSDAQ,13.55,4.21,13.25,8.76,11.58,2578.0,8311.0,0.2
067370,KOSDAQ,16.6,2.38,18.85,,14.21,352.0,2459.0,0.0
067390,KOSDAQ,51.93,0.79,12.52,32.18,18.07,116.0,7642.0,0.0
067570,KOSDAQ,,0.32,-9.65,8.13,24.63,-847.0,5065.0,9.13
067630,KOSDAQ,,1.12,-13.82,,-27.65,-272.0,2315.0,12.0
067730,KOSDAQ,5.88,1.0,4.47,27.17,2.25,382.0,2238.0,6.68
067770,KOSDAQ,6.66,0.38,13.85,8.56,-15.19,348.0,6013.0,12.0
067830,KOSPI,2.74,0.17,7.89,20.4,1.12,874.0,13941.0,1.26
067900,KOSDAQ,3.65,0.29,3.09,11.43,4.16,1645.0,20522.0,1.67
067920,KOSDAQ,,0.82,3.43,27.17,0.15,-32.0,7002.0,3.64
067990,KOSDAQ,48.59,0.29,0.6,7.9,10.0,77.0,12952.0,10.4
068050,KOSDAQ,,0.47,-9.78,,136.6,-216.0,2513.0,12.0
068100,KOSDAQ,,1.5,-23.65,27.17,-19.44,-1.0,1535.0,12.0
068240,KOSDAQ,,,-1.17,65.43,-4.32,-3897.0,-13025.0,12.0
068270,KOSPI,26.98,2.26,66.64,35.58,30.02,6568.0,78267.0,0.4
068290,KOSPI,8.23,0.43,32.97,11.75,106.89,754.0,14464.0,3.23
068330,KOSDAQ,7.85,0.66,8.97,,0.92,136.0,1610.0,0.94
068760,KOSDAQ,40.28,3.83,20.0,35.58,22.56,963.0,10141.0,0.51
068790,KOSDAQ,1.16,0.36,4.61,8.56,16.03,6018.0,19410.0,3.58
068930,KOSDAQ,6.7,1.49,4.41,8.31,6.05,1320.0,5919.0,5.88
068940,KOSDAQ,,4.54,-12.03,13.96,-15.15,-237.0,171.0,0.0
069080,KOSDAQ,12.2,0.47,20.21,11.08,1.31,914.0,23778.0,6.28
069140,KOSDAQ,47.57,0.6,2.57,15.34,7.75,38.0,3022.0,12.0
069330,KOSDAQ,6.16,0.86,4.7,8.56,8.53,201.0,1445.0,0.0
069410,KOSDAQ,9.72,0.47,3.49,27.17,-0.36,276.0,5745.0,12.0
069460,KOSPI,,0.6,-20.21,20.76,11.84,-2559.0,4420.0,0.0
069510,KOSDAQ,3.27,0.42,3.36,63.01,0.52,3963.0,30813.0,6.56
069540,KOSDAQ,,4.97,-67.03,31.78,-36.89,-181.0,887.0,0.0
069620,KOSPI,6.46,1.18,8.46,35.58,7.74,16871.0,92465.0,0.55
069640,KOSPI,,2.6,-0.96,7.14,-33.24,-885.0,536.0,0.0
069730,KOSPI,2.26,0.37,4.56,22.68,2.69,2327.0,14091.0,8.16
069920,KOSDAQ,,0.28,-0.99,15.34,-5.45,-1932.0,4089.0,0.0
069960,KOSPI,9.49,0.45,2.25,20.4,3.89,10322.0,217975.0,2.19
070300,KOSDAQ,,1.14,7.59,18.18,22.24,-271.0,1341.0,0.0
070590,KOSDAQ,,3.01,12.97,27.17,10.58,-248.0,691.0,12.0
070960,KOSPI,,0.26,-4.52,10.11,8.83,-895.0,7527.0,12.0
071050,KOSPI,3.92,0.8,-1.51,5.13,22.3,47636.0,234850.0,4.65
071055,KOSPI,3.92,0.8,-1.51,5.13,22.3,47636.0,234850.0,4.65
071090,KOSPI,70.22,0.42,-19.77,22.68,44.26,45.0,7415.0,12.0
071200,KOSDAQ,4.95,1.4,23.16,69.07,7.98,2629.0,9300.0,1.54
071280,KOSDAQ,7.64,0.71,4.58,8.76,3.15,900.0,9641.0,0.73
071320,KOSPI,2.41,0.35,1.26,2.41,5.73,30546.0,212125.0,8.38
071670,KOSDAQ,,0.57,-43.52,65.43,13.67,-122.0,8694.0,12.0
071840,KOSPI,,0.15,0.91,,5.26,-1044.0,39275.0,4.96
071850,KOSDAQ,,0.41,1.96,8.13,20.41,-216.0,2961.0,12.0
071950,KOSPI,,0.73,-2.09,931.27,-17.76,-2468.0,2666.0,0.0
072020,KOSDAQ,10.94,0.78,11.22,35.58,5.27,836.0,11679.0,2.19
072130,KOSPI,9.82,0.93,5.39,27.17,11.75,504.0,5348.0,2.02
072470,KOSDAQ,3.68,0.3,0.97,8.13,2.24,635.0,7726.0,2.57
072710,KOSPI,3.18,0.3,17.02,37.22,5.93,28466.0,301159.0,3.31
072770,KOSDAQ,,0.68,-5.94,27.17,-86.94,-492.0,1106.0,0.0
072870,KOSDAQ,5.33,0.45,4.57,8.31,3.09,2462.0,29315.0,10.07
072950,KOSDAQ,9.69,1.22,38.8,63.01,9.07,1396.0,11061.0,0.52
072990,KOSDAQ,50.59,0.46,1.27,63.01,3.7,60.0,6631.0,1.48
073010,KOSDAQ,17.23,1.55,47.45,11.9,12.01,197.0,2190.0,0.59
073110,KOSDAQ,14.86,0.49,-2.0,8.56,-32.38,349.0,10625.0,4.24
073190,KOSDAQ,,0.54,-8.26,931.27,-13.68,-338.0,3020.0,12.0
073490,KOSDAQ,23.67,1.39,-28.27,31.78,45.61,1335.0,22793.0,0.32
073540,KOSDAQ,,0.51,-15.29,31.78,8.28,-60.0,5074.0,2.88
073560,KOSDAQ,3.9,0.32,2.08,37.22,2.85,394.0,4863.0,9.76
073570,KOSDAQ,,0.42,-3.97,18.18,-1.98,-881.0,4665.0,0.0
073640,KOSDAQ,,2.78,-5.35,65.43,-9.6,-147.0,235.0,0.0
074430,KOSDAQ,27.75,1.51,34.5,35.58,10.08,36.0,663.0,0.0
074600,KOSDAQ,14.65,1.33,8.35,8.76,10.61,1839.0,20322.0,0.48
074610,KOSPI,,2.58,-14.15,65.43,-45.68,-337.0,1977.0,0.0
075130,KOSDAQ,225.66,0.49,7.14,30.03,1.34,10.0,4551.0,4.48
075180,KOSPI,5.54,0.22,6.22,8.13,-7.89,534.0,13411.0,4.73
075580,KOSPI,8.88,2.31,9.88,11.9,8.75,1127.0,4322.0,2.25
075970,KOSDAQ,42.15,0.38,4.5,20.76,5.9,39.0,4309.0,4.86
076080,KOSDAQ,,0.82,1.72,15.34,-1.83,-844.0,1375.0,12.0
076610,KOSDAQ,,2.2,-62.25,18.18,-294.24,-36.0,552.0,0.0
077360,KOSDAQ,,2.13,100.13,8.76,34.08,-1937.0,4993.0,12.0
077500,KOSPI,5.25,0.58,4.88,8.76,5.58,1401.0,12731.0,2.72
077970,KOSPI,13.53,2.38,11.64,11.9,12.64,1682.0,9540.0,12.0
078000,KOSPI,7.75,0.59,7.31,30.03,15.57,1727.0,22714.0,4.78
078020,KOSDAQ,6.81,0.39,9.36,5.13,46.73,935.0,16342.0,7.85
078070,KOSDAQ,4.48,0.48,4.7,31.78,0.07,1893.0,17508.0,2.83
078130,KOSDAQ,,3.28,109.45,,322.23,-40.0,1061.0,0.0
078140,KOSDAQ,59.7,0.57,9.11,35.58,7.99,123.0,12949.0,0.68
078150,KOSDAQ,3.84,0.58,15.25,8.56,21.38,531.0,3506.0,0.98
078160,KOSDAQ,,1.24,-5.81,,-4.88,-593.0,6986.0,12.0
078340,KOSDAQ,34.11,0.4,-11.0,11.08,22.64,992.0,84138.0,3.84
078350,KOSDAQ,8.76,1.34,9.99,8.76,6.29,2034.0,13324.0,12.0
078520,KOSPI,10.93,3.07,7.3,27.72,9.45,915.0,3253.0,4.37
078590,KOSDAQ,,0.39,35.89,8.13,8.79,-1951.0,7552.0,0.0
078600,KOSDAQ,133.92,4.74,123.15,63.01,42.93,650.0,18392.0,0.11
078860,KOSDAQ,,0.22,-1.45,,-3.89,-1510.0,11507.0,0.0
078890,KOSDAQ,13.02,0.61,36.58,31.42,10.83,341.0,7326.0,1.58
078935,KOSPI,4.54,0.65,4.84,8.41,6.69,24679.0,173176.0,2.68
079000,KOSDAQ,,0.37,-54.9,,7.29,-441.0,10828.0,10.19
079160,KOSPI,,1.18,4.16,,7.36,-500.0,4577.0,0.0
079170,KOSDAQ,7.69,0.43,5.31,20.76,1.82,805.0,14555.0,3.39
079190,KOSDAQ,,0.82,-3.91,18.18,-4.5,-145.0,1671.0,0.0
079370,KOSDAQ,,0.95,11.15,8.76,77.82,-364.0,10619.0,0.5
079430,KOSPI,20.89,0.27,3.09,931.27,4.78,274.0,20914.0,2.27
079550,KOSPI,51.15,9.12,-25.08,32.18,34.81,13022.0,73022.0,0.44
079650,KOSDAQ,,1.87,-64.01,2.96,-52.48,-21.0,3512.0,12.0
079810,KOSDAQ,6.7,0.45,2.93,,1.19,555.0,8274.0,12.0
079900,KOSPI,16.28,3.48,17.64,65.43,16.73,2402.0,11233.0,3.55
079940,KOSDAQ,27.65,2.69,7.04,27.17,7.02,1349.0,13875.0,0.27
079950,KOSDAQ,,0.86,17.54,8.56,-5.7,-730.0,1617.0,12.0
079960,KOSDAQ,2.36,0.27,3.23,,-0.69,7191.0,62081.0,2.65
079970,KOSDAQ,3.33,0.33,2.09,30.03,3.01,179.0,1800.0,12.0
