date,market,score,score_rv,volatility,volatility_rv,momentum,strength,trend,risk,safe,breadth,raw_vol20,raw_volsrc,raw_vk,raw_mom,raw_trend,raw_risk,raw_safe,raw_strength,raw_bread,raw_nh,raw_nl
20200831,KOSDAQ,50.9,53.5,10.28,18.959,91.856,79.84,40.053,48.198,41.656,77.036,27.861,27.77,27.77,14.565,-1.095,-0.011,-1.422,3.78,39.054,77.0,29.0
20200901,KOSDAQ,50.9,53.3,10.547,18.425,93.057,74.9,43.525,42.857,48.198,70.36,27.955,27.59,27.59,14.952,-0.497,-0.407,-0.225,2.913,35.305,64.0,27.0
20200902,KOSDAQ,55.6,57.1,12.684,17.623,94.927,75.834,50.734,66.355,49.666,69.96,28.442,26.26,26.26,16.428,0.461,1.384,0.169,3.068,35.197,67.0,28.0
20200903,KOSDAQ,60.1,61.1,13.885,17.356,96.128,82.109,58.211,80.774,54.873,72.897,28.555,25.3,25.3,17.095,1.616,2.557,1.126,4.485,36.998,85.0,28.0
20200904,KOSDAQ,60.6,63.1,10.013,18.158,93.858,82.644,63.284,93.591,57.944,72.363,28.036,27.83,27.83,15.696,2.417,5.053,1.738,4.874,36.673,89.0,27.0
20200906,KOSDAQ,47.8,49.4,13.885,19.092,93.324,0.0,56.342,91.188,54.606,0.0,27.812,25.398,,15.382,1.318,4.161,1.124,,,,
20200907,KOSDAQ,65.2,67.6,12.951,20.694,95.194,82.777,79.306,95.327,74.099,74.633,26.727,25.85,25.85,16.741,5.251,6.218,5.024,5.267,37.745,93.0,26.0
20200908,KOSDAQ,65.3,66.3,17.089,20.561,94.393,77.837,78.772,93.858,73.832,76.368,26.737,23.87,23.87,16.332,5.181,5.412,4.911,3.381,38.8,68.0,25.0
20200909,KOSDAQ,62.6,63.8,16.021,20.027,91.722,74.766,71.562,94.126,69.292,80.641,27.105,24.73,24.73,14.848,4.124,5.44,4.016,2.987,40.813,65.0,27.0
20200910,KOSDAQ,71.4,76.0,21.495,36.849,94.793,82.109,96.262,98.131,94.259,79.439,22.05,22.14,22.14,16.486,10.507,8.453,10.204,4.56,40.155,85.0,27.0
20200911,KOSDAQ,70.7,75.9,22.697,39.92,95.06,81.442,92.39,96.395,88.919,81.308,20.994,21.68,21.68,16.719,8.513,6.982,8.003,4.403,42.424,81.0,25.0
20200913,KOSDAQ,65.7,72.0,43.391,64.619,94.259,0.0,97.463,96.262,97.063,0.0,15.658,16.523,,16.409,12.299,6.914,12.072,,,,
20200914,KOSDAQ,72.2,84.6,23.364,64.486,95.461,81.575,97.463,96.262,97.73,81.842,15.659,21.28,21.28,16.846,12.332,6.98,12.623,4.481,45.504,82.0,25.0
20200915,KOSDAQ,72.4,84.9,24.166,65.688,96.262,79.306,97.864,96.128,98.131,81.575,15.504,20.97,20.97,17.205,12.996,6.965,13.999,3.852,44.943,74.0,25.0
20200916,KOSDAQ,69.9,85.0,24.032,74.366,94.259,72.63,94.66,92.924,94.927,81.041,14.199,21.05,21.05,16.474,9.873,5.32,11.235,2.673,42.608,60.0,26.0
20200917,KOSDAQ,63.9,80.7,21.228,77.303,90.921,60.881,82.51,89.987,85.047,80.107,13.255,22.31,22.31,14.743,5.844,4.177,7.345,1.179,40.953,41.0,26.0
20200918,KOSDAQ,64.8,81.2,22.964,77.57,91.455,66.088,80.908,88.117,83.311,80.374,13.213,21.59,21.59,14.918,5.649,3.831,6.933,1.808,41.962,52.0,29.0
20200920,KOSDAQ,67.7,71.8,64.887,78.505,90.254,0.0,84.646,85.18,88.652,0.0,12.861,14.481,,14.615,6.275,3.376,8.178,,,,
20200921,KOSDAQ,56.8,69.7,18.692,61.682,85.848,63.685,65.421,67.156,72.764,73.965,16.125,23.31,23.31,11.539,3.054,1.542,4.969,1.572,38.201,49.0,29.0
20200922,KOSDAQ,50.1,60.2,14.419,48.064,82.109,62.617,46.595,61.015,55.407,63.017,19.243,25.2,25.2,8.196,0.169,1.07,1.618,1.336,32.854,48.0,31.0
20200923,KOSDAQ,46.7,56.6,16.155,49.132,81.842,60.347,40.454,36.582,51.669,58.745,19.008,24.64,24.64,8.07,-0.565,-0.869,0.894,1.179,31.894,47.0,32.0
20200924,KOSDAQ,32.5,37.3,10.948,26.969,65.688,42.724,16.555,26.168,25.501,49.399,24.205,27.21,27.21,3.222,-5.44,-2.169,-4.054,0.236,29.415,36.0,33.0
20200925,KOSDAQ,31.8,37.0,12.684,29.907,65.688,44.993,12.684,18.558,21.629,51.268,23.29,26.13,26.13,3.22,-6.745,-3.125,-5.05,0.314,29.826,37.0,33.0
20200927,KOSDAQ,27.9,30.7,23.097,32.31,64.486,0.0,10.547,23.231,18.825,0.0,22.906,21.815,,3.045,-7.533,-2.645,-6.077,,,,
20200928,KOSDAQ,42.7,44.0,15.087,19.359,77.17,62.884,25.634,36.449,40.053,54.072,26.451,25.01,25.01,6.357,-3.479,-0.938,-1.432,1.336,30.536,44.0,27.0
20200929,KOSDAQ,47.9,48.3,17.356,18.692,81.575,71.696,32.977,42.857,45.394,64.352,27.074,24.15,24.15,7.706,-2.066,-0.362,-0.501,2.516,33.44,58.0,26.0
20200930,KOSDAQ,34.7,35.5,17.089,19.626,81.308,0.0,25.634,34.713,39.119,0.0,26.436,24.393,,7.509,-3.496,-1.134,-1.556,,,,
20201001,KOSDAQ,35.7,36.4,17.089,19.626,80.641,0.0,26.435,43.258,41.923,0.0,26.44,24.396,,7.329,-3.432,-0.35,-1.139,,,,
20201004,KOSDAQ,36.5,37.3,17.49,20.027,80.507,0.0,31.242,42.323,44.059,0.0,26.255,24.261,,7.149,-2.452,-0.435,-0.846,,,,
20201005,KOSDAQ,47.6,48.8,18.425,22.563,83.578,74.099,29.239,33.111,46.729,64.486,25.854,23.87,23.87,8.253,-2.93,-1.324,-0.307,2.909,33.513,62.0,25.0
20201006,KOSDAQ,49.0,49.0,22.697,22.563,84.646,76.636,29.506,29.907,43.258,55.808,25.861,22.29,22.29,8.586,-2.911,-1.626,-0.945,3.223,31.115,65.0,24.0
20201007,KOSDAQ,50.8,49.6,24.967,20.961,85.18,77.036,33.511,29.105,49.933,57.944,26.081,21.55,21.55,9.281,-2.114,-1.707,0.453,3.302,31.663,67.0,25.0
20201008,KOSDAQ,51.5,50.2,26.302,21.896,85.18,77.837,31.242,35.781,48.198,55.808,25.965,21.0,21.0,9.328,-2.522,-1.041,0.059,3.538,31.168,69.0,24.0
20201011,KOSDAQ,36.8,38.3,18.024,22.83,84.78,0.0,28.037,36.315,47.931,0.0,25.836,23.955,,9.132,-3.095,-0.983,0.008,,,,
20201012,KOSDAQ,51.6,50.2,27.37,22.697,84.913,78.772,31.108,33.645,46.061,52.603,25.854,20.36,20.36,9.169,-2.542,-1.22,-0.351,3.774,30.42,73.0,25.0
20201013,KOSDAQ,52.8,51.7,27.503,23.632,84.513,81.442,36.716,32.577,49.132,47.13,25.516,20.34,20.34,8.774,-1.498,-1.372,0.278,4.56,29.26,83.0,25.0
20201014,KOSDAQ,48.0,46.9,26.569,23.097,80.24,71.963,28.304,28.571,41.255,51.135,25.755,20.97,20.97,7.295,-3.083,-1.759,-1.171,2.673,30.058,59.0,25.0
20201015,KOSDAQ,41.5,39.6,25.234,18.959,72.096,62.75,19.626,20.561,29.239,33.645,26.553,21.47,21.47,5.031,-5.0,-2.878,-3.293,1.572,24.997,45.0,25.0
20201016,KOSDAQ,40.1,39.9,23.899,23.364,67.156,52.603,24.433,28.304,34.846,30.04,25.541,22.03,22.03,3.591,-3.824,-1.821,-2.129,0.708,23.212,36.0,27.0
20201018,KOSDAQ,35.3,37.5,22.43,29.773,66.756,0.0,40.053,32.443,52.737,0.0,23.595,22.319,,3.462,-1.054,-1.437,0.78,,,,
20201019,KOSDAQ,37.2,39.3,21.495,28.571,59.813,44.459,31.909,18.425,49.666,32.043,24.066,22.51,22.51,1.909,-2.513,-3.092,0.285,0.314,24.152,33.0,29.0
20201020,KOSDAQ,45.5,54.8,23.097,54.072,60.881,48.999,61.682,30.574,73.298,36.716,18.221,22.18,22.18,2.1,2.193,-1.578,4.975,0.55,25.879,34.0,27.0
20201021,KOSDAQ,49.6,58.1,24.433,52.87,63.952,62.35,64.486,34.045,77.303,42.457,18.351,21.88,21.88,2.742,2.77,-1.27,5.891,1.493,28.165,42.0,23.0
20201022,KOSDAQ,41.6,48.0,21.495,42.724,52.069,59.413,51.001,21.896,67.69,38.318,20.099,22.54,22.54,0.432,0.547,-2.8,3.895,1.178,26.447,39.0,24.0
20201023,KOSDAQ,33.4,45.1,24.566,63.551,48.598,48.598,27.236,2.403,44.993,39.119,15.701,21.9,21.9,-0.249,-3.341,-5.626,-0.576,0.55,27.149,31.0,24.0
20201026,KOSDAQ,22.5,31.0,20.561,48.999,33.645,36.048,8.945,0.267,22.43,46.195,18.975,22.94,22.94,-4.009,-8.269,-8.957,-4.835,0.0,29.117,30.0,30.0
20201027,KOSDAQ,24.6,32.9,19.092,46.595,36.849,46.328,10.414,0.668,22.563,43.124,19.367,23.58,23.58,-3.371,-7.595,-7.722,-4.834,0.393,28.385,35.0,30.0
20201028,KOSDAQ,31.5,35.5,20.16,33.645,47.263,57.009,20.294,2.403,35.915,53.805,22.541,23.29,23.29,-0.67,-4.946,-5.692,-2.042,1.021,30.681,36.0,23.0
20201029,KOSDAQ,31.6,37.3,12.951,31.909,50.734,55.14,23.765,11.883,40.454,60.481,22.932,25.9,25.9,0.213,-4.035,-3.982,-1.359,0.864,32.208,36.0,25.0
20201030,KOSDAQ,21.5,27.7,7.477,28.171,39.92,35.781,10.28,13.752,20.294,55.808,23.826,31.97,31.97,-2.46,-7.659,-3.806,-5.36,0.0,31.196,31.0,31.0
20201102,KOSDAQ,25.2,29.9,9.613,25.367,44.593,46.328,12.417,10.948,24.833,43.658,24.389,28.65,28.65,-1.251,-6.913,-4.134,-4.483,0.393,28.641,31.0,26.0
20201103,KOSDAQ,30.9,34.3,12.283,23.364,54.072,59.146,15.487,11.749,27.37,38.051,25.392,26.54,26.54,0.588,-5.887,-4.059,-3.781,1.1,26.681,37.0,23.0
20201104,KOSDAQ,35.1,36.9,16.822,22.697,59.413,62.216,19.493,15.087,29.506,36.716,25.773,24.75,24.75,1.556,-5.123,-3.674,-3.381,1.335,26.236,40.0,23.0
20201105,KOSDAQ,41.6,39.5,24.299,17.356,69.426,62.884,29.907,12.15,36.716,40.32,27.15,22.16,22.16,3.652,-3.077,-3.99,-1.947,1.414,27.817,41.0,23.0
20201106,KOSDAQ,39.8,37.1,26.168,17.223,64.887,64.619,23.632,7.343,35.381,39.252,27.261,21.74,21.74,2.585,-4.204,-4.735,-2.13,1.65,27.326,45.0,24.0
20201109,KOSDAQ,44.5,41.2,26.836,15.888,71.696,66.222,34.045,10.681,48.598,44.726,28.105,21.58,21.58,4.259,-2.375,-4.208,-0.046,1.807,28.787,47.0,24.0
20201110,KOSDAQ,42.9,39.2,28.304,15.888,65.821,67.29,34.045,3.338,49.132,39.786,28.119,21.02,21.02,2.899,-2.402,-5.441,0.008,1.885,27.516,49.0,25.0
20201111,KOSDAQ,45.6,42.1,29.372,17.623,65.421,71.696,43.792,2.003,58.879,45.26,27.238,20.68,20.68,2.695,-0.538,-5.817,1.914,2.514,28.827,58.0,26.0
20201112,KOSDAQ,46.5,42.8,30.975,18.825,65.154,60.08,53.004,6.142,66.489,57.944,26.84,19.85,19.85,2.623,0.748,-4.978,3.605,1.177,31.518,40.0,25.0
20201113,KOSDAQ,46.0,42.2,31.509,18.825,63.818,63.151,52.069,2.003,63.151,54.072,26.845,19.77,19.77,2.362,0.636,-5.87,2.938,1.491,30.562,46.0,27.0
20201116,KOSDAQ,50.8,47.8,29.64,19.76,68.491,70.093,66.756,4.272,76.502,62.35,26.479,20.5,20.5,3.248,3.05,-5.314,5.622,2.276,32.543,55.0,26.0
20201117,KOSDAQ,48.4,44.5,32.043,19.226,63.017,69.025,59.413,2.136,70.761,57.543,26.753,19.72,19.72,2.187,1.797,-5.867,4.43,2.119,31.468,54.0,27.0
20201118,KOSDAQ,52.4,48.2,32.31,18.425,69.826,75.033,64.085,7.343,73.164,66.622,27.104,19.63,19.63,3.565,2.537,-4.836,4.929,2.983,34.437,64.0,26.0
20201119,KOSDAQ,58.7,56.0,32.844,23.765,72.764,73.832,82.51,27.77,89.186,70.494,25.823,19.41,19.41,4.442,5.813,-2.356,8.304,2.747,36.477,62.0,27.0
20201120,KOSDAQ,62.8,59.8,34.179,24.032,75.567,74.499,88.919,44.993,92.79,77.57,25.791,19.21,19.21,5.555,7.698,-0.464,9.463,2.904,39.702,61.0,24.0
20201123,KOSDAQ,65.8,68.5,31.642,40.721,76.903,74.232,97.063,64.619,97.864,78.772,20.788,19.79,19.79,5.807,12.245,1.209,13.48,2.826,40.222,60.0,24.0
20201124,KOSDAQ,63.7,66.3,31.509,40.32,75.3,80.908,96.128,39.386,97.597,80.24,20.936,19.81,19.81,5.541,11.276,-1.034,12.916,4.239,41.443,78.0,24.0
20201125,KOSDAQ,58.1,63.5,29.239,47.397,73.031,78.104,87.316,16.689,91.055,73.832,19.539,20.82,20.82,4.589,7.308,-3.619,8.95,3.375,38.437,68.0,25.0
20201126,KOSDAQ,57.6,62.5,30.975,47.263,75.701,74.366,87.85,3.872,93.191,73.298,19.596,20.0,20.0,5.6,7.445,-5.416,10.063,2.902,37.976,62.0,25.0
20201127,KOSDAQ,62.5,71.7,32.844,63.418,80.641,80.507,96.395,10.414,97.997,71.162,16.333,19.66,19.66,6.793,11.721,-4.435,13.843,4.0,37.082,76.0,25.0
20201130,KOSDAQ,63.1,73.5,29.372,63.952,80.24,82.377,94.927,27.637,97.463,77.704,16.181,20.77,20.77,6.72,10.357,-2.302,13.111,4.549,39.782,83.0,25.0
20201201,KOSDAQ,61.5,72.9,30.574,68.625,81.442,77.437,92.256,17.623,94.126,80.374,15.28,20.21,20.21,7.182,8.898,-3.517,10.986,3.294,41.407,68.0,26.0
20201202,KOSDAQ,61.9,73.4,31.108,69.292,82.777,84.112,91.856,7.877,93.858,81.442,15.216,20.18,20.18,7.982,8.751,-4.763,10.879,5.961,42.727,101.0,25.0
20201203,KOSDAQ,61.8,75.6,31.375,77.437,84.513,82.911,87.183,10.948,92.79,79.573,13.928,20.02,20.02,8.787,7.435,-4.266,10.122,5.176,40.746,92.0,26.0
20201204,KOSDAQ,62.2,77.6,28.438,79.84,85.18,80.374,93.057,15.087,96.128,73.298,13.066,21.01,21.01,9.345,9.2,-3.834,11.989,4.078,38.204,76.0,24.0
20201207,KOSDAQ,62.3,78.5,27.503,81.308,86.248,79.306,91.989,20.027,96.796,67.423,12.726,21.3,21.3,10.73,8.89,-3.297,12.223,3.765,35.253,73.0,25.0
20201208,KOSDAQ,62.2,75.3,29.773,73.565,82.644,78.638,88.652,28.037,93.725,66.622,14.635,20.7,20.7,8.176,7.856,-2.259,10.985,3.602,34.663,74.0,28.0
20201209,KOSDAQ,63.3,76.0,31.642,74.099,84.246,75.3,91.722,29.239,95.06,65.287,14.577,20.15,20.15,8.847,8.8,-2.045,11.597,3.054,34.269,67.0,28.0
20201210,KOSDAQ,65.1,77.8,31.909,74.099,85.581,78.104,93.191,36.983,95.728,64.619,14.573,20.03,20.03,9.617,9.716,-1.225,11.973,3.524,34.041,73.0,28.0
20201211,KOSDAQ,66.5,79.2,32.71,74.9,86.115,76.235,95.461,45.527,97.463,69.025,14.434,19.85,19.85,10.248,10.642,-0.433,13.202,3.206,36.121,67.0,26.0
20201214,KOSDAQ,65.8,80.0,27.77,75.033,85.981,73.565,92.924,63.017,93.458,67.023,14.389,21.25,21.25,10.215,9.702,1.084,11.163,2.893,35.22,65.0,28.0
20201215,KOSDAQ,68.7,84.0,27.77,78.772,86.115,78.905,95.861,77.704,96.395,68.758,13.47,21.27,21.27,10.254,10.935,2.363,12.204,3.675,35.909,75.0,28.0
20201216,KOSDAQ,69.0,83.6,30.975,79.573,86.515,82.777,94.393,67.29,95.327,68.491,13.093,20.4,20.4,11.071,10.321,1.437,11.836,4.848,35.816,90.0,28.0
20201217,KOSDAQ,69.0,83.1,32.977,79.84,86.649,84.112,93.057,62.35,93.057,66.756,12.976,19.85,19.85,11.418,9.78,1.025,11.068,5.864,35.017,101.0,26.0
20201218,KOSDAQ,68.2,82.1,34.846,81.308,87.049,82.51,91.055,52.87,92.39,60.748,12.699,19.57,19.57,11.618,8.856,0.292,10.828,4.613,32.739,86.0,27.0
20201221,KOSDAQ,69.3,84.5,30.574,81.175,87.717,79.973,92.123,78.238,92.123,57.009,12.724,20.54,20.54,12.183,9.194,2.429,10.527,3.909,31.854,77.0,27.0
20201222,KOSDAQ,60.4,71.8,22.029,60.214,83.178,59.947,82.777,74.099,83.311,38.585,16.636,22.85,22.85,9.102,6.494,2.065,7.502,1.25,27.552,45.0,29.0
20201223,KOSDAQ,60.0,70.1,27.37,61.015,81.709,61.148,83.311,57.543,79.706,40.32,16.47,21.52,21.52,8.306,6.71,0.626,6.866,1.328,28.09,47.0,30.0
20201224,KOSDAQ,59.5,69.9,27.236,61.682,82.911,69.426,81.308,42.457,75.834,37.65,16.262,21.53,21.53,8.804,6.192,-0.699,6.164,2.42,27.273,59.0,28.0
20201225,KOSDAQ,52.8,57.1,48.732,62.884,82.377,0.0,72.63,31.776,71.028,0.0,15.891,16.693,,8.654,4.869,-1.716,5.38,,,,
20201228,KOSDAQ,52.9,65.4,20.961,62.617,81.442,69.826,71.562,15.621,70.093,33.778,15.951,23.14,23.14,8.32,4.615,-3.77,5.089,2.496,25.595,61.0,29.0
20201229,KOSDAQ,65.0,71.0,26.836,46.862,87.049,83.979,85.447,53.939,87.316,37.383,19.27,21.63,21.63,11.703,7.418,0.348,8.637,5.772,27.253,97.0,23.0
20201230,KOSDAQ,64.9,71.3,24.967,46.328,87.984,84.513,86.248,53.405,88.385,42.857,19.381,22.09,22.09,12.812,7.681,0.298,8.916,7.02,28.753,113.0,23.0
20201231,KOSDAQ,55.0,57.7,37.383,46.595,87.717,0.0,82.911,51.535,84.913,0.0,19.314,19.193,,12.63,6.7,0.126,7.879,,,,
20210101,KOSDAQ,55.1,57.9,37.517,46.729,87.45,0.0,80.24,60.748,77.704,0.0,19.303,19.185,,12.449,5.982,0.782,6.593,,,,
20210104,KOSDAQ,57.9,67.7,16.689,49.132,88.518,84.513,76.368,31.242,70.761,48.732,18.998,24.81,24.81,13.331,5.474,-1.774,5.387,9.828,29.888,149.0,23.0
20210105,KOSDAQ,59.7,73.8,13.084,59.813,89.453,84.513,89.987,29.506,86.515,47.664,16.746,26.22,26.22,14.087,8.703,-2.021,8.431,7.41,29.572,119.0,24.0
20210106,KOSDAQ,59.3,74.0,10.547,59.546,88.518,83.311,84.913,46.862,80.908,62.216,16.966,27.6,27.6,13.399,7.395,-0.325,7.249,5.69,33.164,97.0,24.0
20210107,KOSDAQ,57.5,71.6,12.417,59.68,89.319,84.112,84.246,21.228,80.774,66.222,16.93,26.75,26.75,14.078,7.287,-3.098,7.232,6.937,34.681,113.0,24.0
20210108,KOSDAQ,53.5,68.6,9.479,59.68,88.518,84.112,81.308,0.801,72.497,68.224,16.946,29.18,29.18,13.774,6.392,-7.402,5.776,6.547,35.638,109.0,25.0
20210111,KOSDAQ,49.3,65.0,4.94,57.41,86.649,78.772,72.497,0.401,68.358,62.884,17.701,35.65,35.65,12.321,5.066,-8.917,4.952,3.816,33.574,75.0,26.0
20210112,KOSDAQ,48.5,64.0,5.34,57.143,86.115,77.17,69.96,0.534,64.219,63.952,17.809,34.95,34.95,11.836,4.558,-8.831,4.156,3.583,34.039,71.0,25.0
20210113,KOSDAQ,49.5,64.5,7.744,57.81,86.515,82.377,67.023,0.267,61.816,64.887,17.678,32.0,32.0,12.309,4.202,-9.382,3.712,5.062,34.28,89.0,24.0
20210114,KOSDAQ,49.9,64.4,9.613,57.944,86.382,84.112,65.554,0.134,59.813,67.423,17.655,29.68,29.68,12.305,3.84,-9.858,3.34,6.464,35.271,107.0,24.0
20210115,KOSDAQ,46.7,59.4,8.278,50.334,83.845,82.377,55.274,0.401,52.336,66.222,18.772,31.56,31.56,10.378,1.816,-9.501,1.565,5.218,34.744,95.0,28.0
20210118,KOSDAQ,40.9,52.0,6.542,43.525,78.505,75.834,39.653,0.534,38.718,56.075,20.106,33.18,33.18,8.029,-0.934,-9.402,-1.297,3.346,31.802,70.0,27.0
20210119,KOSDAQ,46.9,61.5,5.874,54.473,82.377,81.442,62.483,0.134,58.344,57.276,18.254,34.08,34.08,9.425,3.125,-10.007,3.012,4.591,32.142,85.0,26.0
20210120,KOSDAQ,51.9,64.4,6.542,48.198,85.047,84.913,78.905,2.136,76.903,65.821,19.226,33.32,33.32,11.582,5.902,-6.951,6.533,8.32,34.546,131.0,24.0
20210121,KOSDAQ,52.6,64.2,9.479,48.198,85.848,84.78,76.636,2.27,76.368,70.761,19.196,30.63,30.63,11.885,5.677,-6.934,6.451,8.32,36.845,131.0,24.0
20210122,KOSDAQ,52.0,63.1,10.547,47.797,84.913,82.51,75.834,2.804,70.895,81.175,19.231,29.36,29.36,11.587,5.524,-6.367,5.525,5.439,41.545,96.0,26.0
20210125,KOSDAQ,55.5,65.3,10.948,43.525,88.385,84.913,87.049,2.804,80.908,82.51,20.053,28.97,28.97,13.637,7.799,-6.457,7.294,8.78,44.179,138.0,25.0
20210126,KOSDAQ,50.2,65.2,10.147,60.08,87.183,83.845,64.753,1.736,58.611,82.777,17.096,29.99,29.99,12.871,3.822,-7.517,3.207,5.978,44.272,103.0,26.0
20210127,KOSDAQ,47.2,62.0,10.681,60.214,85.314,78.505,54.339,2.537,48.999,82.777,17.059,29.41,29.41,11.8,1.807,-6.862,1.04,3.96,44.587,78.0,27.0
20210128,KOSDAQ,38.6,50.2,7.076,45.794,80.24,58.611,39.252,1.736,30.708,74.099,19.4,33.09,33.09,8.876,-0.742,-7.549,-2.683,1.32,38.561,48.0,31.0
20210129,KOSDAQ,29.3,38.2,4.94,34.846,68.491,41.522,22.83,1.736,16.422,59.012,22.753,35.73,35.73,5.072,-4.098,-7.674,-6.647,0.311,32.687,39.0,35.0
20210201,KOSDAQ,37.0,42.8,6.008,25.234,77.57,63.151,33.111,3.872,19.893,59.279,25.22,34.16,34.16,8.126,-2.117,-5.924,-5.132,1.862,32.798,52.0,28.0
20210202,KOSDAQ,38.9,44.4,6.809,25.367,79.573,70.628,32.443,4.539,20.561,64.887,25.168,33.4,33.4,8.735,-2.227,-5.779,-5.011,2.87,34.532,62.0,25.0
20210203,KOSDAQ,42.6,47.3,9.613,25.234,81.041,80.908,37.917,3.204,26.435,67.557,25.294,31.29,31.29,9.339,-1.09,-6.53,-3.59,4.574,35.404,84.0,25.0
20210204,KOSDAQ,41.1,46.2,8.545,25.501,78.772,79.039,30.708,13.485,20.828,62.083,25.189,32.06,32.06,8.486,-2.455,-4.298,-4.866,4.186,33.692,81.0,27.0
20210205,KOSDAQ,44.3,48.2,12.417,25.367,79.172,70.36,33.378,40.721,23.231,63.151,25.231,28.65,28.65,8.657,-2.062,-1.061,-4.446,2.866,34.147,65.0,28.0
20210208,KOSDAQ,44.7,48.3,14.019,26.035,76.368,64.085,34.579,53.805,25.1,69.159,25.037,27.33,27.33,7.791,-1.623,0.194,-3.822,2.09,36.26,58.0,31.0
20210209,KOSDAQ,44.6,46.9,18.558,26.035,75.434,59.146,34.446,48.331,26.836,66.088,25.038,25.21,25.21,7.35,-1.63,-0.309,-3.443,1.471,35.059,49.0,30.0
20210210,KOSDAQ,45.3,48.2,16.021,25.768,76.502,63.151,34.846,52.203,28.705,65.421,25.081,26.43,26.43,7.95,-1.514,0.002,-3.019,1.933,34.79,55.0,30.0
20210211,KOSDAQ,38.1,38.7,24.032,25.901,76.235,0.0,34.179,51.001,31.909,0.0,25.073,23.398,,7.831,-1.63,-0.063,-2.256,,,,
20210212,KOSDAQ,40.0,40.5,25.768,27.503,75.834,0.0,44.059,46.195,41.255,0.0,24.398,22.905,,7.713,-0.013,-0.489,-0.682,,,,
20210215,KOSDAQ,55.5,59.6,16.555,30.04,81.709,83.845,65.421,46.195,62.35,69.159,23.936,26.22,26.22,9.554,3.948,-0.467,3.911,6.419,36.366,110.0,27.0
20210216,KOSDAQ,54.2,57.7,19.226,30.841,79.973,82.109,55.941,49.8,54.339,70.628,23.614,25.08,25.08,8.961,2.087,-0.195,2.165,5.414,37.053,101.0,31.0
20210217,KOSDAQ,51.6,57.1,17.757,36.182,79.973,83.712,45.661,47.263,42.991,74.499,22.455,25.58,25.58,9.078,0.216,-0.4,-0.281,6.414,38.669,115.0,32.0
20210218,KOSDAQ,48.1,53.6,16.822,35.113,75.033,73.565,35.648,63.151,31.909,71.028,22.857,26.1,26.1,7.613,-1.424,0.922,-2.182,3.243,37.276,73.0,31.0
20210219,KOSDAQ,44.2,50.2,14.82,34.98,74.099,65.287,34.446,46.328,32.577,61.415,22.864,26.86,26.86,7.262,-1.517,-0.466,-2.092,2.317,33.975,59.0,29.0
20210222,KOSDAQ,40.3,47.7,13.351,38.051,69.826,67.824,19.493,46.195,22.43,59.68,21.819,27.64,27.64,5.976,-4.504,-0.477,-4.441,2.625,33.351,65.0,31.0
20210223,KOSDAQ,33.7,40.1,14.553,36.048,62.617,58.211,14.152,20.16,15.354,49.8,22.561,27.16,27.16,3.958,-5.775,-3.539,-6.586,1.467,31.051,50.0,31.0
20210224,KOSDAQ,25.1,29.4,12.15,26.435,49.266,37.784,8.945,16.155,10.414,30.841,24.832,28.93,28.93,0.571,-8.075,-3.989,-8.829,0.232,26.219,40.0,37.0
20210225,KOSDAQ,36.5,38.4,12.951,19.359,62.083,61.549,28.838,19.893,30.307,35.781,26.802,27.92,27.92,3.828,-2.603,-3.601,-2.577,1.853,28.044,55.0,31.0
20210226,KOSDAQ,31.8,36.4,9.613,24.833,51.802,43.658,34.312,27.103,31.909,34.846,25.382,31.34,31.34,1.331,-1.592,-2.827,-2.207,0.463,27.851,43.0,37.0
20210301,KOSDAQ,29.0,30.2,32.443,36.449,51.669,0.0,19.893,24.566,19.092,0.0,22.593,21.587,,1.308,-4.491,-3.066,-5.023,,,,
20210302,KOSDAQ,32.3,39.8,10.414,35.648,54.873,52.737,20.828,29.239,29.239,48.598,22.776,30.97,30.97,2.3,-4.217,-2.507,-2.869,1.004,30.759,48.0,35.0
20210303,KOSDAQ,34.7,41.5,13.084,35.514,58.478,61.415,21.228,28.571,18.558,68.491,22.839,28.31,28.31,3.112,-4.109,-2.618,-5.072,1.853,36.22,54.0,30.0
20210304,KOSDAQ,33.5,40.7,11.615,35.648,56.075,59.813,21.762,28.571,17.089,66.622,22.811,29.5,29.5,2.578,-3.979,-2.552,-5.448,1.699,35.395,54.0,32.0
20210305,KOSDAQ,33.9,41.0,12.417,35.915,53.939,62.483,19.092,36.582,16.422,62.617,22.739,29.09,29.09,2.252,-4.542,-1.518,-5.813,2.008,34.357,58.0,32.0
20210308,KOSDAQ,29.4,35.2,11.883,31.108,45.527,59.546,13.885,27.37,14.419,57.143,23.584,29.48,29.48,0.163,-5.83,-2.752,-6.782,1.699,32.788,57.0,35.0
20210309,KOSDAQ,27.5,33.3,11.482,30.574,41.789,57.543,12.951,25.234,10.814,57.41,23.693,29.78,29.78,-0.774,-6.42,-2.901,-8.561,1.466,32.808,58.0,39.0
20210310,KOSDAQ,25.7,31.3,13.084,31.776,38.318,53.405,9.479,23.364,8.812,55.007,23.428,28.85,28.85,-1.472,-7.699,-3.104,-9.943,1.079,32.199,51.0,37.0
20210311,KOSDAQ,30.7,33.4,17.49,26.435,47.664,57.009,14.019,23.765,10.948,56.342,24.918,26.45,26.45,0.478,-5.838,-3.036,-8.74,1.388,32.554,47.0,29.0
