ticker,debt_ratio,as_of
361390,38.6,20260829
361570,119.6,20260829
361610,68.9,20260829
361670,18.4,20260829
362320,100.0,20260829
362990,48.0,20260829
363250,47.9,20260829
363260,187.4,20260829
363280,72.5,20260829
364950,71.7,20260829
365270,27.3,20260829
365330,69.1,20260829
365340,249.4,20260829
365550,8.9,20260829
365590,426.5,20260829
365660,47.4,20260829
365900,108.2,20260829
366030,9.1,20260829
367000,84.1,20260829
367360,12.9,20231129
368600,317.2,20260829
368770,43.0,20260829
368970,40.2,20260829
369370,83.0,20260829
370090,11.1,20260829
371950,774.3,20260829
372170,52.8,20260829
372290,10.3,20231129
372320,127.0,20260829
372800,129.6,20260829
372910,42.8,20260829
373110,184.0,20260829
373160,111.9,20260829
373170,37.0,20260829
373200,142.6,20260829
373220,135.1,20260829
373340,19.8,20231129
375500,73.4,20260829
376180,44.7,20260829
376190,15.9,20241129
376270,283.0,20260829
376290,26.6,20260829
376300,15.4,20260829
376900,3909.0,20260829
376930,57.5,20260829
376980,54.3,20260829
377030,9435.3,20260829
377190,26.6,20260829
377220,120.8,20260829
377300,60.5,20260829
377330,59.4,20260829
377400,8.1,20231129
377450,4.6,20260829
377460,187.7,20260829
377480,117.8,20260829
377630,16.6,20231129
377740,2.2,20260829
378340,77.2,20260829
378800,53.1,20260829
378850,168.7,20260829
380320,8.9,20240414
380440,16.3,20231129
380540,340.0,20260829
380550,41.2,20260829
381620,66.8,20260829
381970,179.8,20260829
382150,139.3,20260829
382480,32.4,20260829
382800,24.2,20260829
382840,86.6,20260829
382900,113.1,20260829
383220,17.6,20260829
383310,46.4,20260829
383800,29.4,20260829
383930,1152.4,20260829
384470,114.8,20260829
386580,13.6,20240530
387570,22.8,20260829
387690,69.0,20260829
388050,97.5,20260829
388210,25.3,20260829
388220,15.6,20230415
388610,50.3,20260829
388720,23.0,20260829
388790,42.6,20260829
388800,10.6,20240530
388870,183.2,20260829
389020,23.2,20260829
389030,14.9,20260829
389140,15.3,20260829
389260,45.7,20260829
389470,74.7,20260829
389500,41.4,20260829
389650,29.3,20260829
389680,51.2,20260829
391060,9.5,20240414
391710,113.0,20260829
393210,114.1,20260829
393360,9.8,20240414
393890,105.4,20260829
393970,158.0,20260829
394280,65.9,20260829
394420,52.4,20260829
394800,99.6,20260829
395400,107.2,20260415
396270,169.2,20260829
396300,106.3,20260829
396470,5.8,20260829
396690,0.2,20260829
397030,1.5,20260829
397810,25.9,20260829
397880,26.2,20231129
398120,48.4,20260530
399720,130.2,20260829
400560,15.8,20230829
400760,115.3,20260829
400840,15.6,20240829
402030,76.5,20260829
402340,5.1,20260829
402490,90.7,20260829
403490,134.1,20260829
403550,194.6,20260829
403850,9.9,20260829
403870,29.8,20260829
404950,9.4,20231129
404990,96.6,20260829
405000,1439.9,20260829
405100,41.4,20260829
405640,16.8,20240530
405920,88.9,20260829
406760,10.5,20241129
406820,173.3,20260829
407400,44.4,20260829
408470,144.9,20260829
408900,6.9,20260829
408920,21.1,20260829
411080,6.2,20260829
412350,81.5,20260829
412540,387.6,20260829
412930,23.1,20241129
413390,133.9,20260829
413600,18.9,20241129
413630,8.4,20260829
413640,52.9,20260829
415380,23.0,20260829
415580,7.7,20241129
416180,54.9,20260829
417010,163.0,20260829
417030,196.8,20260829
417180,49.5,20260829
417200,2.8,20260829
417310,156.8,20260415
417500,56.8,20260829
417790,5.3,20260829
417840,62.6,20260829
417860,240.0,20260829
417970,17.5,20260829
418170,10.6,20241129
418210,15.0,20250415
418250,125.2,20260829
418420,253.6,20260829
418470,29.2,20260829
418550,21.2,20260829
418620,104.0,20260829
419050,135.7,20260829
419080,52.2,20260829
419120,16.5,20260829
419270,16.1,20240414
419530,35.4,20260829
419540,50.9,20260829
420570,15.3,20260829
420770,17.7,20260829
421800,17.5,20240829
422040,11.5,20250415
424140,13.9,20250415
424760,23.1,20260829
424870,4.8,20260829
424960,104.4,20260829
424980,89.0,20260829
425040,44.0,20260829
425290,12.9,20250415
425420,28.3,20260829
426550,15.7,20231129
427950,17.5,20231129
429270,73.1,20260829
430220,13.6,20250829
430230,13.9,20240829
430460,8.8,20241129
430690,44.5,20260829
430700,15.4,20250415
431190,14.5,20260829
432320,86.2,20260829
432430,38.1,20260829
432470,46.6,20260829
432720,166.1,20260829
432980,16.3,20260829
433530,15.1,20241129
434480,15.0,20260829
435380,13.9,20250530
435570,94.4,20260829
435620,12.3,20250530
435870,9.9,20250530
436530,17.0,20240414
436610,7.8,20240829
437730,59.7,20260829
437780,6.5,20250530
438220,9.6,20241129
438580,7.5,20250530
438700,66.7,20260829
439090,13.1,20260829
439250,9.8,20250530
439260,46.8,20260829
439410,9.2,20250530
439580,129.6,20260829
439730,18.1,20250530
439960,6.7,20260829
440110,213.0,20260829
440290,5.2,20260829
440320,81.4,20260829
440790,24.1,20250829
440820,4.4,20250530
441270,63.8,20260829
442130,16.5,20250530
442310,6.8,20250530
442770,19.1,20250829
442900,14.0,20250829
443060,44.7,20260829
443250,26.0,20260829
443670,13.1,20260829
444530,40.1,20260829
444920,15.4,20260415
445090,158.0,20260829
445180,13.6,20260829
445360,14.3,20250829
445680,2.9,20260829
445970,16.1,20250530
446070,21.7,20260829
446150,11.2,20260415
446190,21.5,20250829
446540,15.1,20260829
446750,15.0,20250829
446840,177.4,20260829
448280,15.6,20260829
448370,14.6,20250829
448710,120.5,20260829
448730,113.5,20260415
448740,9.5,20250829
448760,16.3,20251129
448830,24.0,20251129
448900,41.7,20260829
449020,8.5,20250829
450050,11.3,20260415
450080,67.7,20260829
450140,71.5,20260415
450330,20.3,20260829
450410,7.6,20231129
450520,31.0,20260829
450940,24.7,20260415
450950,12.8,20260829
451220,98.1,20260829
451250,20.8,20260829
451700,9.5,20260530
451760,23.4,20260829
451800,126.1,20260829
452160,65.2,20260829
452190,35.9,20260829
452200,70.7,20260829
452260,117.7,20260829
452280,64.3,20260829
452300,19.2,20260829
452400,14.8,20260829
452430,93.9,20260829
452450,148.5,20260829
452670,12.7,20260415
452980,12.7,20260530
453340,33.9,20260829
453450,28.3,20260829
453860,70.2,20260829
454640,12.5,20251129
454750,19.1,20250829
454910,21.4,20260829
455180,158.7,20260829
455250,16.2,20260415
455310,19.8,20260415
455900,17.1,20260829
455910,10.1,20260415
456010,47.6,20260829
456040,107.4,20260829
456070,97.7,20260829
456160,69.1,20260829
456440,15.1,20250415
456490,21.3,20260415
457190,200.4,20260829
457370,4.6,20260829
457390,9.1,20250530
457550,11.3,20260829
457600,65.1,20260829
457630,8.6,20260415
457940,24.4,20260415
458320,12.5,20241129
458350,29.8,20260829
458610,24.6,20260415
458650,10.9,20260829
458870,25.6,20260829
459100,204.3,20260829
459510,403.8,20260530
459550,31.2,20260829
460470,9.7,20260829
460850,96.8,20260829
460860,126.8,20260829
460870,77.9,20260829
460930,24.9,20260829
460940,5.4,20260829
461030,5.7,20260829
461300,28.0,20260829
462020,11.4,20260530
462310,16.4,20260829
462350,17.7,20260829
462510,304.0,20260829
462520,137.4,20260829
462860,175.5,20260829
462870,12.2,20260829
462980,25.1,20260829
463020,7.7,20260829
463480,88.7,20260829
464080,391.8,20260829
464280,41.9,20260829
464440,18.0,20260530
464490,102.6,20260829
464500,77.6,20260829
464580,80.8,20260829
464680,15.8,20260530
465320,20.3,20260829
465480,8.6,20260829
465770,157.3,20260829
466100,19.4,20260829
466410,3.5,20260829
466690,13.9,20260829
466910,14.6,20260415
467930,18.8,20260530
468510,16.7,20250530
468530,16.6,20260829
468760,19.0,20260829
469480,19.1,20260829
469610,45.2,20260829
469750,27.8,20260829
469880,19.4,20260829
469900,15.9,20260829
471050,10.4,20260829
471820,10.4,20260829
472220,16.5,20260829
472230,20.4,20260829
472850,68.0,20260829
473000,23.9,20260829
473050,11.9,20260829
473370,17.6,20251129
473950,17.1,20260829
473980,13.7,20260829
474170,15.0,20260829
474490,15.3,20260829
474610,57.1,20260829
474650,88.2,20260829
474660,17.3,20260829
474930,8.1,20260829
475040,51.7,20260829
475150,344.5,20260829
475230,127.4,20260829
475240,15.4,20260829
475250,15.5,20260829
475400,15.3,20260829
475430,14.2,20260829
475460,132.4,20260829
475560,29.3,20260829
475580,81.1,20260829
475660,8.8,20260829
475830,57.8,20260829
475960,8.3,20260829
476040,88.1,20260829
476060,8.4,20260829
476080,20.0,20260829
476470,14.6,20250530
476830,10.6,20260829
477340,8.5,20260829
477380,13.4,20260829
477470,15.2,20260829
477530,7.5,20250415
477760,9.0,20260829
477850,11.5,20260829
478110,10.4,20260829
478340,38.4,20260829
478390,17.3,20260829
478440,17.4,20260829
478560,64.2,20260829
478780,5.9,20251129
479880,12.6,20260829
479960,21.4,20260829
480370,76.5,20260829
481070,19.8,20260829
481850,21.3,20260829
481890,19.3,20260829
482520,23.2,20260829
482630,19.3,20260829
482680,21.3,20260829
482690,17.7,20260829
483350,57.0,20260829
483650,31.9,20260829
484120,24.7,20260829
484130,16.8,20260829
484590,68.6,20260829
484810,65.8,20260829
484870,94.4,20260829
486630,15.0,20260829
486990,88.9,20260829
487360,11.9,20260829
487400,176.9,20260829
487570,27.5,20260829
487580,26.5,20260829
487720,20.8,20260829
487830,19.3,20260829
488060,17.1,20260829
488280,68.4,20260829
488900,121.6,20260829
489210,15.8,20260829
489460,5.1,20260829
489480,7.3,20260829
489500,10.1,20260829
489730,14.8,20260829
489790,72.9,20260829
490470,51.4,20260829
491000,13.9,20260829
492220,17.8,20260829
493280,2.0,20260829
493330,12.0,20260829
493790,17.5,20260829
494120,23.0,20260829
496070,11.8,20260829
498390,21.3,20260829
499790,0.1,20260829
900040,8.8,20191129
900070,19.8,20260530
900080,0.2,20201129
900090,45.1,20180530
900100,30.8,20260829
900110,4.7,20260530
900120,0.5,20260415
900140,31.5,20260829
900250,3.9,20260829
900260,115.5,20260829
900270,14.0,20260530
900280,21.3,20240414
900290,76.6,20260415
900300,30.0,20260530
900310,13.7,20260829
900340,23.5,20260530
950110,678.7,20260415
950130,5.6,20260829
950140,12.0,20260829
950160,151.4,20260829
950170,101.0,20260530
950180,6.3,20230415
950190,7.8,20260829
950200,66.2,20260829
950210,14.4,20260415
950220,36.2,20260829
950250,109.0,20250829
950260,45.7,20260829
