Symbol,Name,Market,SecuGroup,Kind,ListingDate,DelistingDate,Reason,ArrantEnforceDate,ArrantEndDate,Industry,ParValue,ListingShares,ToSymbol,ToName
77300009,밸류시스템SAFE증권4호(Ae),KOSPI,수익증권,보통주,2025-11-14,2026-03-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,3535769.0,,(주)밸류시스템자산운용
77300010,밸류시스템SAFE증권4호(CF),KOSPI,수익증권,보통주,2025-11-14,2026-03-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000.0,,(주)밸류시스템자산운용
73400006,코레이트하이일드공모주만기형2호 A,KOSPI,수익증권,보통주,2025-02-14,2026-02-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,26502566.0,044430,코레이트자산운용
73400007,코레이트하이일드공모주만기형2호 A-e,KOSPI,수익증권,보통주,2025-02-14,2026-02-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,5865734.0,044430,코레이트자산운용
70100022,한투미국경제주도1(A),KOSPI,수익증권,보통주,2025-04-18,2026-02-13,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,21941377.0,047240,한국투자신탁운용
70100023,한투미국경제주도1(A-e),KOSPI,수익증권,보통주,2025-04-18,2026-02-13,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,13437576.0,047240,한국투자신탁운용
70100024,한투미국경제주도2(A),KOSPI,수익증권,보통주,2025-04-18,2026-02-13,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,8921895.0,047240,한국투자신탁운용
70100025,한투미국경제주도2(A-e),KOSPI,수익증권,보통주,2025-04-18,2026-02-13,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,26508581.0,047240,한국투자신탁운용
019440,세아특수강,KOSPI,주권,보통주,2011-06-01,2026-02-12,지주회사(최대주주등)의 완전자회사화 등,,,금속,5000.0,8570000.0,,
77200005,한국밸류AI혁신소부장1호(A),KOSPI,수익증권,보통주,2024-06-21,2026-02-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,11454937.0,,한국투자밸류자산운용
77200006,한국밸류AI혁신소부장1호(A-e),KOSPI,수익증권,보통주,2024-06-21,2026-02-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,12492822.0,,한국투자밸류자산운용
77200007,한국밸류AI혁신소부장1호(C-F),KOSPI,수익증권,보통주,2024-06-21,2026-02-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000.0,,한국투자밸류자산운용
77200008,한국밸류AI혁신소부장2호(A),KOSPI,수익증권,보통주,2024-06-21,2026-02-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,11515156.0,,한국투자밸류자산운용
77200009,한국밸류AI혁신소부장2호(A-e),KOSPI,수익증권,보통주,2024-06-21,2026-02-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,12453976.0,,한국투자밸류자산운용
77200010,한국밸류AI혁신소부장2호(C-F),KOSPI,수익증권,보통주,2024-06-21,2026-02-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000.0,,한국투자밸류자산운용
001140,국보,KOSPI,주권,보통주,1989-12-02,2026-01-27,감사의견 의견거절 2년 계속,2026-01-16,2026-01-26,운송·창고,500.0,15856388.0,,
042670,HD현대인프라코어,KOSPI,주권,보통주,2001-02-02,2026-01-26,해산 사유 발생,,,기계·장비,1000.0,188851238.0,,
010600,웰바이오텍,KOSPI,주권,보통주,1997-07-18,2026-01-26,감사의견 의견거절 2년 계속,2026-01-15,2026-01-23,유통,500.0,90923407.0,,
71201B97,키움히어로즈미국물류부동산1호,KOSPI,수익증권,보통주,2019-07-24,2026-01-19,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,76059438.0,047230,키움투자자산운용
003560,IHQ,KOSPI,주권,보통주,1973-12-18,2026-01-15,감사의견 의견거절 2년 계속,2026-01-06,2026-01-14,오락·문화,500.0,7083730.0,,
033180,KH 필룩스,KOSPI,주권,보통주,2001-12-26,2026-01-15,감사의견 의견거절 2년 계속,2026-01-06,2026-01-14,전기·전자,100.0,26020020.0,,
450140,코오롱모빌리티그룹,KOSPI,주권,보통주,2023-01-31,2026-01-07,지주회사(최대주주등)의 완전자회사화 등,,,유통,500.0,62777250.0,,
45014K,코오롱모빌리티그룹우,KOSPI,주권,종류주권,2023-01-31,2026-01-07,지주회사(최대주주등)의 완전자회사화 등,,,유통,500.0,2456120.0,,
