ticker,market,industry
100130,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
005160,KOSDAQ,1차 철강 제조업
303810,KOSDAQ,의약품 제조업
460850,KOSPI,1차 철강 제조업
075970,KOSDAQ,기타 비금속 광물제품 제조업
460860,KOSPI,1차 철강 제조업
086450,KOSDAQ GLOBAL,의약품 제조업
001230,KOSPI,기타 금융업
023450,KOSPI,기초 화학물질 제조업
004140,KOSPI,기타 운송관련 서비스업
240550,KOSDAQ,의료용 기기 제조업
099410,KOSDAQ,선박 및 보트 건조업
007590,KOSPI,"비료, 농약 및 살균, 살충제 제조업"
005960,KOSPI,토목 건설업
026960,KOSPI,음·식료품 및 담배 도매업
002210,KOSPI,의약품 제조업
102260,KOSPI,합성고무 및 플라스틱 물질 제조업
033500,KOSDAQ,기초 화학물질 제조업
025950,KOSDAQ,토목 건설업
000640,KOSPI,기타 금융업
170900,KOSPI,의약품 제조업
088130,KOSDAQ,특수 목적용 기계 제조업
028100,KOSPI,기반조성 및 시설물 축조관련 전문공사업
001520,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
084670,KOSPI,육상 여객 운송업
082640,KOSPI,보험업
060380,KOSDAQ,1차 철강 제조업
079960,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
228340,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
088910,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
094170,KOSDAQ,반도체 제조업
013120,KOSDAQ,건물 건설업
018500,KOSPI,자동차 신품 부품 제조업
006040,KOSPI,기타 금융업
030720,KOSPI,어로 어업
014820,KOSPI,플라스틱제품 제조업
111380,KOSPI,"가죽, 가방 및 유사제품 제조업"
163560,KOSPI,고무제품 제조업
109860,KOSDAQ,금속 주조업
032960,KOSDAQ,전자부품 제조업
004890,KOSPI,1차 철강 제조업
023790,KOSDAQ,1차 철강 제조업
002690,KOSPI,1차 철강 제조업
005290,KOSDAQ,기초 화학물질 제조업
025900,KOSDAQ,나무제품 제조업
000020,KOSPI,의약품 제조업
000150,KOSPI,전자부품 제조업
454910,KOSPI,특수 목적용 기계 제조업
241560,KOSPI,특수 목적용 기계 제조업
034020,KOSPI,일반 목적용 기계 제조업
131970,KOSDAQ GLOBAL,"그외 기타 전문, 과학 및 기술 서비스업"
336260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
016740,KOSPI,자동차 신품 부품 제조업
073190,KOSDAQ,가구 제조업
176750,KOSDAQ,의약품 제조업
030350,KOSDAQ,소프트웨어 개발 및 공급업
203650,KOSDAQ,소프트웨어 개발 및 공급업
223250,KOSDAQ,자연과학 및 공학 연구개발업
060570,KOSDAQ,영상·오디오물 제공 서비스업
362990,KOSDAQ,광고업
192650,KOSPI,전자부품 제조업
016670,KOSDAQ,기타 전문 도매업
187870,KOSDAQ,특수 목적용 기계 제조업
489730,KOSDAQ,기타 금융업
0004Y0,KOSDAQ,기타 금융업
024090,KOSPI,1차 철강 제조업
003160,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
092200,KOSPI,자동차 신품 부품 제조업
110990,KOSDAQ,특수 목적용 기계 제조업
263690,KOSDAQ,의료용 기기 제조업
214680,KOSDAQ,의료용 기기 제조업
347850,KOSDAQ,자연과학 및 공학 연구개발업
377190,KOSPI,부동산 임대 및 공급업
263720,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
376300,KOSDAQ,소프트웨어 개발 및 공급업
104040,KOSDAQ,자동차 신품 부품 제조업
109740,KOSDAQ,특수 목적용 기계 제조업
031860,KOSDAQ,상품 종합 도매업
196490,KOSDAQ,특수 목적용 기계 제조업
066900,KOSDAQ,전자부품 제조업
092070,KOSDAQ,기타 화학제품 제조업
039840,KOSDAQ,의료용 기기 제조업
013570,KOSPI,기타 금융업
024900,KOSPI,자동차 신품 부품 제조업
219550,KOSDAQ,생활용품 도매업
310870,KOSDAQ,자동차 신품 부품 제조업
002880,KOSPI,자동차 신품 부품 제조업
210540,KOSPI,특수 목적용 기계 제조업
104460,KOSDAQ,일반 목적용 기계 제조업
113810,KOSDAQ,자동차 신품 부품 제조업
043360,KOSDAQ,컴퓨터 및 주변장치 제조업
197140,KOSDAQ,소프트웨어 개발 및 공급업
068930,KOSDAQ,일반 교습 학원
033130,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
105740,KOSDAQ,일반 목적용 기계 제조업
263020,KOSDAQ,플라스틱제품 제조업
290550,KOSDAQ,전자부품 제조업
066670,KOSDAQ,부동산 임대 및 공급업
187220,KOSDAQ,기타 과학기술 서비스업
383930,KOSDAQ,자연과학 및 공학 연구개발업
131180,KOSDAQ,컴퓨터 및 주변장치 제조업
483350,KOSDAQ,무점포 소매업
315640,KOSDAQ,소프트웨어 개발 및 공급업
900110,KOSDAQ,기타 금융업
317120,KOSDAQ,반도체 제조업
462510,KOSDAQ,의료용 기기 제조업
232680,KOSDAQ,특수 목적용 기계 제조업
042510,KOSDAQ,소프트웨어 개발 및 공급업
418420,KOSDAQ,전자부품 제조업
300120,KOSDAQ,소프트웨어 개발 및 공급업
171120,KOSDAQ,기타 화학제품 제조업
388790,KOSDAQ,통신 및 방송 장비 제조업
214260,KOSDAQ,기타 화학제품 제조업
403360,KONEX,소프트웨어 개발 및 공급업
171010,KOSDAQ,기초 화학물질 제조업
084650,KOSDAQ,자연과학 및 공학 연구개발업
217500,KOSDAQ,특수 목적용 기계 제조업
092590,KONEX,반도체 제조업
266170,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
038390,KOSDAQ,여행사 및 기타 여행보조 서비스업
387690,KOSDAQ,의료용 기기 제조업
294140,KOSDAQ,화학섬유 제조업
365660,KOSDAQ,소프트웨어 개발 및 공급업
443250,KOSDAQ,광고업
228670,KOSDAQ,의료용 기기 제조업
228850,KOSDAQ,의료용 기기 제조업
412350,KOSDAQ,특수 목적용 기계 제조업
199550,KOSDAQ,의료용 기기 제조업
281740,KOSDAQ,기타 화학제품 제조업
277810,KOSDAQ,특수 목적용 기계 제조업
215100,KOSDAQ,기타 전기장비 제조업
090360,KOSDAQ,특수 목적용 기계 제조업
108490,KOSDAQ,특수 목적용 기계 제조업
900260,KOSDAQ,기타 금융업
033290,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
223220,KONEX,기타 운송관련 서비스업
067730,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
071280,KOSDAQ,특수 목적용 기계 제조업
376900,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
214610,KOSDAQ,의료용 기기 제조업
032350,KOSPI,여행사 및 기타 여행보조 서비스업
089860,KOSPI,운송장비 임대업
330590,KOSPI,부동산 임대 및 공급업
000400,KOSPI,보험업
023530,KOSPI,종합 소매업
020150,KOSPI,전자부품 제조업
280360,KOSPI,기타 식품 제조업
286940,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
004000,KOSPI,기초 화학물질 제조업
004990,KOSPI,기타 금융업
005300,KOSPI,비알코올음료 및 얼음 제조업
011170,KOSPI,기초 화학물질 제조업
071840,KOSPI,가전제품 및 정보통신장비 소매업
328130,KOSDAQ,소프트웨어 개발 및 공급업
038060,KOSDAQ,반도체 제조업
474170,KOSDAQ,"항공기,우주선 및 부품 제조업"
162120,KONEX,기타 전기장비 제조업
195990,KOSDAQ,특수 목적용 기계 제조업
253610,KONEX,기타 전문 도매업
141080,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업
058470,KOSDAQ GLOBAL,전자부품 제조업
016100,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업"
012700,KOSDAQ,기타 전문 도매업
302550,KOSDAQ,의료용 기기 제조업
491000,KOSDAQ,의료용 기기 제조업
394420,KOSDAQ,의료용 기기 제조업
073570,KOSDAQ,그외 기타 제품 제조업
377450,KOSDAQ,기타 정보 서비스업
277070,KOSDAQ,신탁업 및 집합투자업
042500,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
193250,KOSDAQ,전자부품 제조업
474650,KOSDAQ,특수 목적용 기계 제조업
219420,KOSDAQ,소프트웨어 개발 및 공급업
439090,KOSDAQ,기타 화학제품 제조업
027740,KOSPI,"도축, 육류 가공 및 저장 처리업"
195500,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
357430,KOSPI,부동산 임대 및 공급업
377480,KOSDAQ,소프트웨어 개발 및 공급업
305090,KOSDAQ,의료용 기기 제조업
448780,KONEX,의료용 기기 제조업
098120,KOSDAQ,전자부품 제조업
424980,KOSDAQ,반도체 제조업
038290,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
477850,KOSDAQ,소프트웨어 개발 및 공급업
001080,KOSPI,1차 철강 제조업
0039P0,KOSDAQ,광고업
267980,KOSDAQ,동·식물성 유지 및 낙농제품 제조업
005990,KOSDAQ,동·식물성 유지 및 낙농제품 제조업
093520,KOSDAQ,기계장비 및 관련 물품 도매업
088980,KOSPI,신탁업 및 집합투자업
094800,KOSPI,신탁업 및 집합투자업
179720,KONEX,기타 금융업
100590,KOSDAQ,통신 및 방송 장비 제조업
067280,KOSDAQ,기타 교육기관
072870,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
215200,KOSDAQ,일반 교습 학원
133750,KOSDAQ,일반 교습 학원
446540,KOSDAQ,일차전지 및 이차전지 제조업
235980,KOSDAQ,자연과학 및 공학 연구개발업
200580,KONEX,의료용 기기 제조업
041920,KOSDAQ,의료용 기기 제조업
233250,KONEX,의료용품 및 기타 의약 관련제품 제조업
014100,KOSDAQ,상품 종합 도매업
236340,KONEX,자연과학 및 공학 연구개발업
054180,KOSDAQ,선박 및 보트 건조업
086900,KOSDAQ,기초 의약물질 제조업
078160,KOSDAQ,기초 의약물질 제조업
138040,KOSPI,기타 금융업
0088D0,KOSDAQ,금융 지원 서비스업
0165X0,KOSDAQ,금융 지원 서비스업
408920,KOSDAQ,기타 사업지원 서비스업
021880,KOSDAQ,기타 금융업
0088M0,KOSDAQ,의료용 기기 제조업
140410,KOSDAQ,자연과학 및 공학 연구개발업
241770,KOSDAQ,반도체 제조업
090370,KOSPI,봉제의복 제조업
059210,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
118000,KOSPI,기계장비 및 관련 물품 도매업
058110,KOSDAQ,의료용 기기 제조업
072770,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
017180,KOSPI,의약품 제조업
009900,KOSPI,자동차 신품 부품 제조업
317450,KOSPI,의약품 제조업
012690,KOSPI,기타 종이 및 판지 제품 제조업
005360,KOSPI,생활용품 도매업
070960,KOSPI,일반 및 생활 숙박시설 운영업
434480,KOSDAQ,소프트웨어 개발 및 공급업
080420,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
417970,KOSDAQ,특수 목적용 기계 제조업
080160,KOSDAQ,여행사 및 기타 여행보조 서비스업
087260,KOSDAQ,소프트웨어 개발 및 공급업
101330,KOSDAQ,통신 및 방송 장비 제조업
012860,KOSDAQ,자동차 신품 부품 제조업
363260,KOSDAQ,광고업
348030,KOSDAQ,소프트웨어 개발 및 공급업
250060,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
288980,KOSDAQ,소프트웨어 개발 및 공급업
142760,KOSDAQ,자연과학 및 공학 연구개발업
033200,KOSDAQ,전자부품 제조업
009680,KOSPI,자동차 신품 부품 제조업
118990,KOSDAQ,자동차 신품 부품 제조업
463480,KOSDAQ,전자부품 제조업
006920,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
009580,KOSPI,"펄프, 종이 및 판지 제조업"
001810,KOSDAQ,"펄프, 종이 및 판지 제조업"
009200,KOSPI,"펄프, 종이 및 판지 제조업"
322970,KONEX,자연과학 및 공학 연구개발업
033920,KOSPI,알코올음료 제조업
008420,KOSPI,1차 철강 제조업
279600,KOSDAQ,소프트웨어 개발 및 공급업
095500,KOSDAQ,플라스틱제품 제조업
254490,KOSDAQ,기타 전문 도매업
025560,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
218150,KOSDAQ,동물용 사료 및 조제식품 제조업
007120,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
396690,KOSPI,부동산 임대 및 공급업
357250,KOSPI,부동산 임대 및 공급업
100790,KOSDAQ,기타 금융업
0097F0,KOSDAQ,금융 지원 서비스업
0099W0,KOSDAQ,금융 지원 서비스업
477380,KOSDAQ,금융 지원 서비스업
477470,KOSDAQ,금융 지원 서비스업
478440,KOSDAQ,금융 지원 서비스업
482680,KOSDAQ,금융 지원 서비스업
0093G0,KOSDAQ,금융 지원 서비스업
0096D0,KOSDAQ,금융 지원 서비스업
085620,KOSPI,보험업
006800,KOSPI,금융 지원 서비스업
208890,KONEX,교육지원 서비스업
049950,KOSDAQ,특수 목적용 기계 제조업
207760,KOSDAQ,기타 정보 서비스업
081660,KOSPI,생활용품 도매업
002840,KOSPI,기타 화학제품 제조업
268280,KOSPI,기초 화학물질 제조업
107590,KOSPI,기타 금융업
134380,KOSPI,기타 화학제품 제조업
351020,KONEX,봉제의복 제조업
003650,KOSPI,석유 정제품 제조업
059090,KOSDAQ,반도체 제조업
201490,KOSDAQ,소프트웨어 개발 및 공급업
475460,KOSDAQ,기타 정보 서비스업
452200,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
206640,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
035620,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
354390,KONEX,의약품 제조업
053030,KOSDAQ,의약품 제조업
301300,KOSDAQ,소프트웨어 개발 및 공급업
377740,KOSPI,의료용품 및 기타 의약 관련제품 제조업
064550,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
314930,KOSDAQ,의료용 기기 제조업
489460,KOSDAQ,기타 화학제품 제조업
086820,KOSDAQ,기초 의약물질 제조업
038460,KOSDAQ,전자부품 제조업
251120,KOSDAQ,기초 의약물질 제조업
199730,KOSDAQ,자연과학 및 공학 연구개발업
266470,KONEX,자연과학 및 공학 연구개발업
289170,KONEX,기타 식품 제조업
086040,KOSDAQ,자연과학 및 공학 연구개발업
188040,KOSDAQ,기타 식품 제조업
199290,KONEX,의료용 기기 제조업
099430,KOSDAQ,기초 의약물질 제조업
308080,KOSDAQ,자연과학 및 공학 연구개발업
043150,KOSDAQ,의료용 기기 제조업
323990,KOSDAQ,자연과학 및 공학 연구개발업
003610,KOSPI,직물직조 및 직물제품 제조업
267790,KOSDAQ,봉제의복 제조업
046310,KOSDAQ,통신 및 방송 장비 제조업
035150,KOSPI,플라스틱제품 제조업
331520,KOSDAQ,소프트웨어 개발 및 공급업
199480,KOSDAQ,소프트웨어 개발 및 공급업
438700,KOSDAQ,소프트웨어 개발 및 공급업
066410,KOSDAQ,전기 통신업
002410,KOSPI,건물 건설업
382900,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
206400,KOSDAQ,실내건축 및 건축마무리 공사업
019010,KOSDAQ,종합 소매업
177350,KOSDAQ,플라스틱제품 제조업
457600,KOSDAQ,영상 및 음향기기 제조업
424760,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
007210,KOSPI,기타 비금속 광물제품 제조업
250000,KOSDAQ,음·식료품 및 담배 도매업
002760,KOSPI,기타 화학제품 제조업
003850,KOSPI,의약품 제조업
310210,KOSDAQ,자연과학 및 공학 연구개발업
006910,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
0010F0,KOSDAQ,플라스틱제품 제조업
000890,KOSPI,알코올음료 제조업
226340,KOSDAQ,기타 화학제품 제조업
496320,KONEX,특수 목적용 기계 제조업
206950,KONEX,운동 및 경기용구 제조업
003000,KOSPI,의약품 제조업
001270,KOSPI,금융 지원 서비스업
026940,KOSPI,1차 철강 제조업
014470,KOSDAQ,부동산 임대 및 공급업
011390,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
005030,KOSPI,자동차 신품 부품 제조업
008470,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
338220,KOSDAQ,소프트웨어 개발 및 공급업
100120,KOSDAQ,의료용 기기 제조업
406820,KOSDAQ,기타 화학제품 제조업
099390,KOSDAQ,소프트웨어 개발 및 공급업
064480,KOSDAQ,소프트웨어 개발 및 공급업
365900,KOSDAQ,운동 및 경기용구 제조업
089970,KOSDAQ,특수 목적용 기계 제조업
251630,KOSDAQ,특수 목적용 기계 제조업
018290,KOSDAQ,기타 화학제품 제조업
478560,KOSDAQ,신발 및 신발 부분품 제조업
006740,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
439580,KOSDAQ,기타 전문 도매업
033560,KOSDAQ,영상 및 음향기기 제조업
191600,KONEX,전자부품 제조업
369370,KOSDAQ,창작 및 예술관련 서비스업
126340,KOSDAQ,일차전지 및 이차전지 제조업
121800,KOSDAQ,통신 및 방송 장비 제조업
082800,KOSDAQ,의약품 제조업
318410,KOSDAQ,기타 화학제품 제조업
002070,KOSPI,봉제의복 제조업
100220,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업"
419540,KOSDAQ,의료용 기기 제조업
146320,KOSDAQ,반도체 제조업
200780,KOSDAQ,의약품 제조업
413640,KOSDAQ,소프트웨어 개발 및 공급업
141000,KOSDAQ,특수 목적용 기계 제조업
090460,KOSPI,전자부품 제조업
083650,KOSDAQ,일반 목적용 기계 제조업
0068Y0,KOSDAQ,금융 지원 서비스업
065170,KOSDAQ,음·식료품 및 담배 도매업
086670,KOSDAQ,일반 목적용 기계 제조업
488900,KOSDAQ,"항공기,우주선 및 부품 제조업"
082920,KOSDAQ GLOBAL,일차전지 및 이차전지 제조업
054220,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
042370,KOSDAQ,기타 금융업
050090,KOSDAQ,광고업
148780,KOSDAQ,소프트웨어 개발 및 공급업
307870,KOSDAQ,소프트웨어 개발 및 공급업
377030,KOSDAQ,소프트웨어 개발 및 공급업
032850,KOSDAQ,소프트웨어 개발 및 공급업
049470,KOSDAQ,소프트웨어 개발 및 공급업
238200,KOSDAQ,기타 식품 제조업
093190,KOSDAQ,컴퓨터 및 주변장치 제조업
065450,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
044480,KOSDAQ,창작 및 예술관련 서비스업
005180,KOSPI,동·식물성 유지 및 낙농제품 제조업
069540,KOSDAQ,통신 및 방송 장비 제조업
072950,KOSDAQ,전자부품 제조업
451250,KOSDAQ,기타 화학제품 제조업
143240,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
466410,KOSDAQ,소프트웨어 개발 및 공급업
003960,KOSPI,수산물 가공 및 저장 처리업
008040,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
007160,KOSPI,수산물 가공 및 저장 처리업
014710,KOSPI,수산물 가공 및 저장 처리업
006090,KOSPI,수산물 가공 및 저장 처리업
223310,KOSDAQ,상품 종합 도매업
452430,KOSDAQ,반도체 제조업
419120,KOSDAQ,소프트웨어 개발 및 공급업
062040,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
122350,KOSDAQ,자동차 신품 부품 제조업
419050,KOSDAQ,자동차 신품 부품 제조업
014970,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업"
005610,KOSPI,기타 식품 제조업
018310,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
012210,KOSDAQ,기타 금속 가공제품 제조업
053700,KOSDAQ,자동차 신품 부품 제조업
009620,KOSDAQ,1차 비철금속 제조업
023600,KOSDAQ,"펄프, 종이 및 판지 제조업"
001470,KOSPI,토목 건설업
028050,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
448730,KOSPI,부동산 임대 및 공급업
006400,KOSPI,일차전지 및 이차전지 제조업
006660,KOSPI,자동차 신품 부품 제조업
028260,KOSPI,기타 전문 도매업
207940,KOSPI,기초 의약물질 제조업
032830,KOSPI,보험업
0044K0,KOSDAQ,금융 지원 서비스업
0071M0,KOSDAQ,금융 지원 서비스업
0096B0,KOSDAQ,기타 금융업
0115H0,KOSDAQ,금융 지원 서비스업
018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
0126Z0,KOSPI,기타 금융업
009150,KOSPI,전자부품 제조업
005930,KOSPI,통신 및 방송 장비 제조업
001360,KOSPI,의약품 제조업
010140,KOSPI,선박 및 보트 건조업
016360,KOSPI,금융 지원 서비스업
068290,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업"
029780,KOSPI,기타 금융업
000810,KOSPI,보험업
006110,KOSPI,1차 비철금속 제조업
009300,KOSDAQ,의약품 제조업
0120G0,KOSPI,의약품 제조업
145990,KOSPI,기타 식품 제조업
003230,KOSPI,기타 식품 제조업
482630,KOSDAQ,기타 화학제품 제조업
484590,KOSDAQ,무기 및 총포탄 제조업
036670,KOSDAQ,기타 화학제품 제조업
272550,KOSPI,플라스틱제품 제조업
000070,KOSPI,기타 금융업
003720,KOSPI,플라스틱제품 제조업
002810,KOSPI,기타 전문 도매업
361670,KOSDAQ,전자부품 제조업
054540,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
065570,KOSDAQ,통신 및 방송 장비 제조업
005680,KOSPI,전자부품 제조업
023000,KOSPI,자동차 신품 부품 제조업
004380,KOSPI,일반 목적용 기계 제조업
002450,KOSPI,악기 제조업
014950,KOSDAQ,의약품 제조업
032280,KOSDAQ,도로 화물 운송업
002290,KOSDAQ,건물 건설업
004440,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
000520,KOSPI,의약품 제조업
009770,KOSPI,"펄프, 종이 및 판지 제조업"
037460,KOSDAQ,통신 및 방송 장비 제조업
032750,KOSDAQ,통신 및 방송 장비 제조업
0013V0,KOSDAQ,수산물 가공 및 저장 처리업
054090,KOSDAQ,그외 기타 제품 제조업
005500,KOSPI,의약품 제조업
000250,KOSDAQ,의약품 제조업
004690,KOSPI,연료용 가스 제조 및 배관공급업
024950,KOSDAQ,생활용품 도매업
038500,KOSDAQ GLOBAL,기타 비금속 광물제품 제조업
437730,KOSDAQ,자동차 신품 부품 제조업
017480,KOSDAQ,1차 철강 제조업
010960,KOSPI,기반조성 및 시설물 축조관련 전문공사업
046390,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
004450,KOSPI,기타 금속 가공제품 제조업
009470,KOSPI,전자부품 제조업
011230,KOSPI,영상 및 음향기기 제조업
001820,KOSPI,전자부품 제조업
027580,KOSDAQ,플라스틱제품 제조업
038540,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
001290,KOSPI,금융 지원 서비스업
041650,KOSPI,자동차 신품 부품 제조업
091580,KOSDAQ,일차전지 및 이차전지 제조업
263810,KOSDAQ,전자부품 제조업
089980,KOSDAQ,플라스틱제품 제조업
042940,KOSDAQ,건물 건설업
042600,KOSDAQ,전자부품 제조업
075180,KOSPI,자동차 신품 부품 제조업
107600,KOSDAQ,기타 화학제품 제조업
411080,KOSDAQ,소프트웨어 개발 및 공급업
252990,KOSDAQ,전자부품 제조업
007540,KOSPI,기타 금융업
248170,KOSPI,기타 식품 제조업
378800,KOSDAQ,기초 의약물질 제조업
294630,KOSDAQ,기타 전기장비 제조업
038070,KOSDAQ,기타 전문 도매업
006730,KOSDAQ GLOBAL,일반 및 생활 숙박시설 운영업
079650,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
100660,KOSDAQ,일반 목적용 기계 제조업
007860,KOSPI,기타 금융업
200880,KOSPI,자동차 신품 부품 제조업
019770,KOSDAQ,특수 목적용 기계 제조업
017390,KOSPI,연료용 가스 제조 및 배관공급업
092190,KOSDAQ,반도체 제조업
046890,KOSDAQ GLOBAL,반도체 제조업
031210,KOSPI,보험업
004410,KOSPI,기타 식품 제조업
063170,KOSDAQ,상품 중개업
027040,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
018680,KOSDAQ,의약품 제조업
036120,KOSDAQ,기타 정보 서비스업
021050,KOSPI,금속 주조업
093920,KOSDAQ,통신 및 방송 장비 제조업
189860,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
178320,KOSDAQ,기타 전기장비 제조업
122690,KOSDAQ,자동차 신품 부품 제조업
140070,KOSDAQ,기계장비 및 관련 물품 도매업
011370,KOSDAQ,건물 건설업
065710,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
008490,KOSPI,기타 화학제품 제조업
035890,KOSDAQ,건물 건설업
357550,KOSDAQ,기초 화학물질 제조업
003100,KOSDAQ,기타 운송관련 서비스업
007610,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
067370,KOSDAQ,의약품 제조업
171090,KOSDAQ,특수 목적용 기계 제조업
136490,KOSPI,동물용 사료 및 조제식품 제조업
086710,KOSDAQ,기타 화학제품 제조업
014620,KOSDAQ GLOBAL,1차 철강 제조업
037350,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
014910,KOSPI,전자부품 제조업
004980,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
458650,KOSDAQ,일차전지 및 이차전지 제조업
081580,KOSDAQ,통신 및 방송 장비 제조업
045300,KOSDAQ,전자부품 제조업
015750,KOSDAQ,자동차 신품 부품 제조업
340930,KOSDAQ,특수 목적용 기계 제조업
365340,KOSDAQ,기초 화학물질 제조업
000180,KOSPI,회사 본부 및 경영 컨설팅 서비스업
080470,KOSDAQ,자동차 신품 부품 제조업
043260,KOSDAQ,전자부품 제조업
148150,KOSDAQ,전자부품 제조업
002420,KOSPI,연료 소매업
061090,KOSDAQ,통신 및 방송 장비 제조업
188260,KOSDAQ,그외 기타 제품 제조업
053060,KOSDAQ,자동차 신품 부품 제조업
340440,KOSDAQ,플라스틱제품 제조업
017510,KOSDAQ,기타 금속 가공제품 제조업
0017J0,KOSDAQ,특수 목적용 기계 제조업
490470,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
004360,KOSPI,도로 화물 운송업
004490,KOSPI,일차전지 및 이차전지 제조업
011560,KOSDAQ,건물설비 설치 공사업
267080,KONEX,알코올음료 제조업
396300,KOSDAQ,기타 금속 가공제품 제조업
001430,KOSPI,1차 철강 제조업
306200,KOSPI,1차 철강 제조업
003030,KOSPI,기타 금융업
058650,KOSPI,1차 철강 제조업
013000,KOSPI,기타 전문 도매업
100700,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
024830,KOSDAQ,자동차 신품 부품 제조업
021820,KOSPI,자동차 신품 부품 제조업
067830,KOSPI,종합 소매업
258830,KOSDAQ,의료용 기기 제조업
036630,KOSDAQ,전기 및 통신 공사업
039310,KOSDAQ,소프트웨어 개발 및 공급업
075580,KOSPI,선박 및 보트 건조업
067770,KOSDAQ,전자부품 제조업
053450,KOSDAQ,사진장비 및 광학기기 제조업
252500,KOSDAQ,기타 화학제품 제조업
321370,KOSDAQ,전자부품 제조업
347000,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
331920,KOSDAQ,기초 의약물질 제조업
352770,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
471820,KOSDAQ,기타 식품 제조업
049180,KOSDAQ,기초 의약물질 제조업
299660,KOSDAQ,자연과학 및 공학 연구개발업
108860,KOSDAQ,소프트웨어 개발 및 공급업
